種別,分類,動画での表示名,団体/チーム名,団体ID,配信日,大会名,元動画タイトル,URL,動画配信元,動画配信元URL,動画配信元ロゴURL
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,2021-09-01,【POV/2021】Spirit of Atlanta【Drum Major】,,https://www.youtube.com/watch?v=eR-TRJTV-fw,Gretchen Casel,https://www.youtube.com/channel/UCgWT5-bo4bXS9A_h5ohmENg,
動画,POV,The Academy,The Academy,o52772p,2017-08-14,【POV/2017】The Academy【Quad】,,https://www.youtube.com/watch?v=elLHr9dRoW4,Tommy Soto,https://www.youtube.com/channel/UCnFYPkr1KshxFBKAYZNhBoQ,
動画,POV,Colts,Colts,o31cfpv,2019-08-22,【POV/2019】Colts【Lead】,,https://www.youtube.com/watch?v=fC2eg-ciBsU,Chandler Gehrig,https://www.youtube.com/channel/UC4AbL5IXW7HzvnheQJ6rGaw,
動画,POV,River City Rhythm,River City Rhythm,o1etixpn,2022-09-09,【POV/2022】River City Rhythm「The Road to Knowhere」【Tuba】,,https://www.youtube.com/watch?v=faM_U5aNDzY,Ethan S,https://www.youtube.com/channel/UC2IL7cX-kS0LhnonsbORIAA,
動画,POV,Boston Crusaders,Boston Crusaders,o19kp8xp,2020-05-27,【POV/2018】Boston Crusaders【Lead】,,https://www.youtube.com/watch?v=fnmea_NaQwE,Craig Adams,https://www.youtube.com/channel/UCBxWk93TLJESTmoqhonChog,
動画,POV,River City Rhythm,River City Rhythm,o1etixpn,2022-09-10,【POV/2022】River City Rhythm【Marimba】,,https://www.youtube.com/watch?v=g6Gu61Rzg9c,Andy Nguyen,https://www.youtube.com/channel/UCqN1fsoxTcQubF3qnGUoeWw,
動画,POV,Blue Stars,Blue Stars,oer86qt,2022-08-18,【POV/2022】Blue Stars【Snare】,,https://www.youtube.com/watch?v=h-1AJ3Kb5Pg,Devin Quads,https://www.youtube.com/channel/UC1YTb7r-H0oGvyyIatkoE2A,
動画,POV,River City Rhythm,River City Rhythm,o1etixpn,2022-09-01,【POV/2022】River City Rhythm「Road to Nowhere」【Mellophone】,,https://www.youtube.com/watch?v=i6UswobVMuU,Taylor Combites,https://www.youtube.com/channel/UC0ByoQ3TAfzCwxdVWcQ5mYg,
動画,POV,Boston Crusaders,Boston Crusaders,o19kp8xp,2020-05-30,【POV/2019】Boston Crusaders【Tenor】,,https://www.youtube.com/watch?v=iVyepcftzdU,Daniel Gutierrez,https://www.youtube.com/channel/UCTuTiPKLPC4gtGmOB6UM5pg,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2015-09-08,【POV/2015】Phantom Regiment【Tenor】,,https://www.youtube.com/watch?v=ilJxqwadUSU,Rydland Productions,https://www.youtube.com/channel/UCb--GZjBWhUMgYBnpbv90CA,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,2017-11-25,【POV/2017】Seattle Cascades【Mello】,,https://www.youtube.com/watch?v=j9LPjggqf48,Adam Babington,https://www.youtube.com/channel/UCB-0Igj_bHZjh43XrcJQpHQ,
動画,POV,Troopers,Troopers,of59uo4,2019-11-04,【POV/2019】Troopers【Contra】,,https://www.youtube.com/watch?v=kTj42gesqcs,Colin Elmore,https://www.youtube.com/channel/UCkq6mtqiRRt9vNJ3E77PSYg,
動画,POV,Madison Scouts,Madison Scouts,o1y49u8i,2024-08-13,【POV/2024】Madison Scouts「Mosaic」【Mellophone】,,https://www.youtube.com/watch?v=kezkWUDR5nI,Taylor Combites,https://www.youtube.com/channel/UC0ByoQ3TAfzCwxdVWcQ5mYg,
動画,POV,Cadets2,Cadets2,ohy1q54,2015-09-13,【POV/2015】Cadets2【Baritone】,,https://www.youtube.com/watch?v=lc2Z51IrMYQ,AJ Knotts,https://www.youtube.com/channel/UC3qjphjMP07k5noZXr1uw-w,
動画,POV,Boston Crusaders,Boston Crusaders,o19kp8xp,2018-08-17,【POV/2018】Boston Crusaders【Snare】,,https://www.youtube.com/watch?v=nBRmRQWXuZo,Daniel Gutierrez,https://www.youtube.com/channel/UCTuTiPKLPC4gtGmOB6UM5pg,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2017-08-22,【POV/2017】Blue Devils【Euphonium】,,https://www.youtube.com/watch?v=nCCC3BCLzYw,Tyler Wilson,https://www.youtube.com/channel/UC-Ioric4mg409oYPCkkWDEQ,
動画,POV,Blue Stars,Blue Stars,oer86qt,2022-08-14,【POV/2022】Blue Stars【Baritone】,,https://www.youtube.com/watch?v=nLbv3wnKkoQ,BRTLYmusic,https://www.youtube.com/channel/UCiQ3diQMc9vX7C8pLVDEqIw,
動画,POV,Boston Crusaders,Boston Crusaders,o19kp8xp,2018-01-15,【POV/2017】Boston Crusaders【Quad】,,https://www.youtube.com/watch?v=nYFlGJhCqoM,Daniel Gutierrez,https://www.youtube.com/channel/UCTuTiPKLPC4gtGmOB6UM5pg,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,2014-08-20,【POV/2014】Bluecoats【Trumpet】,,https://www.youtube.com/watch?v=oxj8fh-_M2I,Lucas Garner,https://www.youtube.com/channel/UC8Cr7OtSFrOpR_UtLbw5jwg,
動画,POV,Madison Scouts,Madison Scouts,o1y49u8i,2023-09-19,【POV/2023】Madison Scouts【Cymbal】,,https://www.youtube.com/watch?v=ppdBdjh9Y6I,Flashpoint,https://www.youtube.com/channel/UCVs0PoPWflYSzvKL0ObRlYQ,
動画,POV,Boston Crusaders,Boston Crusaders,o19kp8xp,2018-01-24,【POV/2015】Boston Crusaders「Conquest」【Baritone】,,https://www.youtube.com/watch?v=qGE1fImxX4s,Ben Harbaugh,https://www.youtube.com/channel/UCU8hl-fGHGdIfRbqSy-d9tw,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2019-08-16,【POV/2019】Santa Clara Vanguard【Synth】,,https://www.youtube.com/watch?v=rs-8nteIuHk,Tara Sengupta,https://www.youtube.com/channel/UCXLlrRiEU8g0uiyP8O6UyEA,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,2019-08-10,【POV/2019】Spirit of Atlanta【baritone】,,https://www.youtube.com/watch?v=sDzg28nKv9k,TheBaldRaven,https://www.youtube.com/channel/UCKT39FU4Xn-aYEGgGyxmfhQ,
動画,POV,Jersey Surf,Jersey Surf,otlu7yk,2019-01-04,【POV/2018】Jersey Surf【Lead】,,https://www.youtube.com/watch?v=sagnb8Exe94,Maile's channel,https://www.youtube.com/channel/UCcv4WFAIuK-gbKwvAvGd8Wg,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2019-01-07,【POV/2018】Blue Knights【Trumpet】,,https://www.youtube.com/watch?v=txXZoAQ9lL0,Baxter Irwin,https://www.youtube.com/channel/UCy1XE4vaKyD44e17oUt9PIg,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,2017-08-16,【POV/2017】Seattle Cascades【Xylo】,,https://www.youtube.com/watch?v=uKJeOvPCx6E,Kirk Baltzell,https://www.youtube.com/channel/UCXw61_bX1j2HO444Htxc9cg,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2015-11-12,【POV/2015】Blue Devils【Trumpet】,,https://www.youtube.com/watch?v=ue9uaqk_omU,Brendan Zwiefel,https://www.youtube.com/channel/UCr4FD6yJ4ouMb04hdntqxfg,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,2023-08-15,【POV/2023】Seattle Cascades【Lead】,,https://www.youtube.com/watch?v=un7G9-Q-N9Y,Joel Muir,https://www.youtube.com/channel/UCaNQRJAg0vFdEw7bQQQLfaQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2016-11-13,【POV/2016】Blue Devils【Trombone】,,https://www.youtube.com/watch?v=v8NcClg4-u0,mjcabooseman,https://www.youtube.com/channel/UC19e1EoU2geEBEmrJwuTIug,
動画,POV,Boston Crusaders,Boston Crusaders,o19kp8xp,2016-12-24,【POV/2016】Boston Crusaders【Snare】,,https://www.youtube.com/watch?v=w4bPOqIveyc,Dan Shinohara,https://www.youtube.com/channel/UCaES6POqnCYHtBRmBNnnsdA,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,2020-12-25,【POV/2018】Seattle Cascades【Tuba】,,https://www.youtube.com/watch?v=xoHrj2l_4yY,AL ME,https://www.youtube.com/channel/UC7DQehDjdQJuL8j0Z2Ojc_Q,
動画,POV,The Cavaliers,The Cavaliers,oxp0fql,2016-07-27,【POV/2016】The Cavaliers【Marimba】,,https://www.youtube.com/watch?v=z6lRdbwByfo,Percussion LAB,https://www.youtube.com/channel/UCMGl3HzyQ-gSSM11VbPlx8g,
動画,POV,River City Rhythm,River City Rhythm,o1etixpn,2022-05-12,【POV/2022】River City Rhythm【Vibe】,,https://www.youtube.com/watch?v=ziKbCjWQGM8,Andy Nguyen,https://www.youtube.com/channel/UCqN1fsoxTcQubF3qnGUoeWw,
動画,POV,River City Rhythm,River City Rhythm,o1etixpn,2018-09-01,【POV/2018】River City Rhythm「Each Hour Wounds」【Trumpet】,,https://www.youtube.com/watch?v=zrtmTgN8wA0,A Modeler In College,https://www.youtube.com/channel/UCmFHkKICPgzlVK6dJ-Vm_Rg,
動画,POV,Spartans,Spartans,o16fdh44,2019-08-15,【POV/2019】Spartans【Bass 2】,,https://www.youtube.com/watch?v=19dZCQME25s,Greyson Griffey,https://www.youtube.com/channel/UCDAVqb1dgSZ4fus4y2skmRA,
動画,POV,IPU Marching Band,IPU Marching Band,o3e0xn0,2021-01-04,【POV/2017】IPU Marching Band【Tuba】,,https://www.youtube.com/watch?v=4-fVJRN2xyk,ヌル,https://www.youtube.com/channel/UCALoWwaE9zP5JIewJAJd3DA,
動画,POV,IPU Marching Band,IPU Marching Band,o3e0xn0,2021-01-05,【POV/2016】IPU Marching Band【Tuba】,,https://www.youtube.com/watch?v=544JpH6yTx4,ヌル,https://www.youtube.com/channel/UCALoWwaE9zP5JIewJAJd3DA,
動画,POV,Spartans,Spartans,o16fdh44,2019-06-04,【POV/2017】Spartans【Xylo】,,https://www.youtube.com/watch?v=A2to1g4vn6I,Greyson Griffey,https://www.youtube.com/channel/UCDAVqb1dgSZ4fus4y2skmRA,
動画,POV,River City Rhythm,River City Rhythm,o1etixpn,2023-04-25,【POV/2023】River City Rhythm【Tenor】,,https://www.youtube.com/watch?v=AOokuFNFo-s,Daniel Gutierrez,https://www.youtube.com/channel/UCTuTiPKLPC4gtGmOB6UM5pg,
動画,POV,Spartans,Spartans,o16fdh44,2023-09-18,【POV/2023】Spartans【Marimba】,,https://www.youtube.com/watch?v=E-igltGs8J8,Liana Gao,https://www.youtube.com/channel/UCOqQLzo6mEnKP5jV9u_Y1CA,
動画,POV,IPU Marching Band,IPU Marching Band,o3e0xn0,2021-01-04,【POV/2018】IPU Marching Band【Tuba】,,https://www.youtube.com/watch?v=Giwb-4uajis,ヌル,https://www.youtube.com/channel/UCALoWwaE9zP5JIewJAJd3DA,
動画,POV,River City Rhythm,River City Rhythm,o1etixpn,2019-04-16,【POV/2019】River City Rhythm【Tenor】,,https://www.youtube.com/watch?v=Gj0okYV0Q7w,Daniel Gutierrez,https://www.youtube.com/channel/UCTuTiPKLPC4gtGmOB6UM5pg,
動画,POV,Govenaires,Govenaires,o175z5o1,2015-09-21,【POV/2015】Govenaires【Tuba】,,https://www.youtube.com/watch?v=NKE0o5Dwwnc,ScubaTuba,https://www.youtube.com/channel/UCUvOK6wcE4RAy2hECtjjVxQ,
動画,POV,Spartans,Spartans,o16fdh44,2019-08-31,【POV/2019】Spartans【Battery】,,https://www.youtube.com/watch?v=f2sigBRRun0,Greyson Griffey,https://www.youtube.com/channel/UCDAVqb1dgSZ4fus4y2skmRA,
動画,POV,IPU Marching Band,IPU Marching Band,o3e0xn0,2021-01-05,【POV/2019】IPU Marching Band【Tuba】,,https://www.youtube.com/watch?v=nBqSylZZRic,ヌル,https://www.youtube.com/channel/UCALoWwaE9zP5JIewJAJd3DA,
動画,POV,Thunder,Thunder,ok0zooy,2012-08-27,【POV/2012】Thunder【Contra】,,https://www.youtube.com/watch?v=pnSApNP5_BA,dancingmonkey1,https://www.youtube.com/channel/UCh-pUO6kIO2-Uf7BmiiuEcA,
動画,POV,Blue Stars,Blue Stars,oer86qt,2021-08-21,【POV/2021】Blue Stars【Tenor】,,https://www.youtube.com/watch?v=wY5bkcy0iqI,Devin Quads,https://www.youtube.com/channel/UC1YTb7r-H0oGvyyIatkoE2A,
動画,POV,NARAGAKU Marching Band,NARAGAKU Marching Band,os4jm34,2020-03-29,【POV/2019】NARAGAKU Marching Band【Trumpet&Flugel】,,https://www.youtube.com/watch?v=30p4aPP-Mqg,深澤一真,https://www.youtube.com/channel/UCnzWoY6rAtrLUcy93sqCYcg,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2023-08-18,【POV/2023】Blue Knights「Unharnessed」【Vibraphone】,,https://www.youtube.com/watch?v=-2LtYnV2Mow,Greg K,https://www.youtube.com/channel/UCtzVPacn8y6kYGiHtBHBkSg,
動画,POV,Boston Crusaders,Boston Crusaders,o19kp8xp,2022-08-17,【POV/2022】Boston Crusaders「Paradise Lost」【LEAD】,,https://www.youtube.com/watch?v=-hIAbe2Dyqs,Dani,https://www.youtube.com/channel/UCDl0Z4Of5hsXvYPOLgGlFQQ,
動画,POV,Boston Crusaders,Boston Crusaders,o19kp8xp,2021-08-15,【POV/2021】Boston Crusaders【Lead】,,https://www.youtube.com/watch?v=-whzHsLiSlE,Ryan Ornelas,https://www.youtube.com/channel/UCDP0zkSgHGQZ536tsXCWo4A,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2025-03-16,【POV/2024】Phantom Regiment「Mynd」【Snare】,,https://www.youtube.com/watch?v=0AYZfrqLxr0,David Clasgens,https://www.youtube.com/channel/UCABK1-zaC19pT1IHuA_Mg7Q,
動画,POV,Cadets,Cadets,o5i3t4q,2024-04-04,【POV/2023】Cadets【Euphonium】,,https://www.youtube.com/watch?v=0chbAMMgFnQ,Quin Dumouchelle,https://www.youtube.com/channel/UCeF2APe8V-ZQdAFw2YVzl-A,
動画,POV,The Cavaliers,The Cavaliers,oxp0fql,2021-08-31,【POV/2021】The Cavaliers【Tuba】,,https://www.youtube.com/watch?v=0lwm6CpKS4Q,MASA,https://www.youtube.com/channel/UC-wisuW0d658zuOOgpRx48w,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,2016-09-11,【POV/2016】Bluecoats【Euphonium】,,https://www.youtube.com/watch?v=0zdIUiddMbY,Eric Homol,https://www.youtube.com/channel/UCZFz_55xznEAoR5stJL5VQw,
動画,POV,Music City,Music City,o1x2imfa,2017-08-30,【POV/2017】Music City「Mystique」【POV】,,https://www.youtube.com/watch?v=2P3ge0pwEQ4,Sam Killian,https://www.youtube.com/channel/UCb0otxxYSRQoLU3ScWpyW_A,
動画,POV,Pacific Crest,Pacific Crest,o1j7qer0,2026-04-06,【POV/2024】Pacific Crest【Tuba】,,https://www.youtube.com/watch?v=34aBGQ8ZFFQ,Alexander Moreno Crestejo,https://www.youtube.com/channel/UCAFgUTC4R5ZUBWZD30PD66Q,
動画,POV,Carolina Crown,Carolina Crown,o46167m,2024-08-16,【POV/2024】Carolina Crown「Promethean」【Lead】,,https://www.youtube.com/watch?v=3PoK2vVXiIE,Luke Nuzzo,https://www.youtube.com/channel/UC2mnafnukCDWz0a3fXeJIyQ,
動画,POV,Crossmen,Crossmen,o2b2uko,2016-10-17,【POV/2016】Crossmen【Euphonium】,,https://www.youtube.com/watch?v=3YLDcGOBOtM,Patrick Ragland,https://www.youtube.com/channel/UCEZLKzownWUJo2oBy-H08jQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2023-08-13,【POV/2023】Blue Devils【Tuba】,,https://www.youtube.com/watch?v=3Z-GdZ5A1e0,Tyler Dahl,https://www.youtube.com/channel/UCsh11axs_QnLAWXW_H6YOcw,
動画,POV,Colts,Colts,o31cfpv,2019-08-13,【POV/2019】Colts【Lead】,,https://www.youtube.com/watch?v=3fQ__uyhZZY,Ben Petrmichl,https://www.youtube.com/channel/UCvK-ZJHJPGR2Lf_UF-vWaaA,
動画,POV,Boston Crusaders,Boston Crusaders,o19kp8xp,2018-10-24,【POV/2018】Boston Crusaders「S.O.S」【Trumpet】,,https://www.youtube.com/watch?v=4vrwAN86H24,DanielT,https://www.youtube.com/channel/UCI8G8Eh5Jkm5BOj2k_CwBwg,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,2017-08-16,【POV/2017】Bluecoats「Jagged Line」【Euphonium】,,https://www.youtube.com/watch?v=4ysNDFrQ-cE,Celia,https://www.youtube.com/channel/UCPliQPXMABgHBL1Q1KmUvsg,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2023-08-28,【POV/2023】Blue Devils【Quad】,,https://www.youtube.com/watch?v=59r4KVYkwHk,Eddie Morales,https://www.youtube.com/channel/UCokKjHbOeN61HGpgApFpc5w,
動画,POV,The Academy,The Academy,o52772p,2019-08-14,【POV/2019】The Academy【Snare】,,https://www.youtube.com/watch?v=5FVlnifDn8c,Alex Neagu,https://www.youtube.com/channel/UCIhOxT2SVPHOvf4huk4FMUA,
動画,POV,Boston Crusaders,Boston Crusaders,o19kp8xp,2023-11-26,【POV/2023】Boston Crusaders【Marimba】,,https://www.youtube.com/watch?v=5JjmcPW2r6Y,Joe Tremper,https://www.youtube.com/channel/UCiI6qnkGPRUynY9IaMKKR3Q,
動画,POV,Madison Scouts,Madison Scouts,o1y49u8i,2021-08-12,【POV/2021】Madison Scouts【Tuba】,,https://www.youtube.com/watch?v=5bF1hdE6Vk0,Marco J. Iannelli,https://www.youtube.com/channel/UC9gkFpx35n-tsdBP4ipQKwg,
動画,POV,Mandarins,Mandarins,o16lw4sx,2021-08-23,【POV/2021】Mandarins【Quad】,,https://www.youtube.com/watch?v=5n3SXbkuYyM,Ryan Zeutzius,https://www.youtube.com/channel/UC1Ndv3WwBAIjdbsU2lV7_dA,
動画,POV,Boston Crusaders,Boston Crusaders,o19kp8xp,2025-08-11,【POV/2025】Boston Crusaders【color guard】,,https://www.youtube.com/watch?v=6Ccwh_NZNnU,katieroo,https://www.youtube.com/channel/UC2Zb7k1h3ElBoZqL68OMRUw,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2023-08-21,【POV/2023】Blue Devils「The Cut-Outs」【Tuba】,,https://www.youtube.com/watch?v=6KeVIClaDAg,Charlie Wootton,https://www.youtube.com/channel/UCPtgqj1e3vWZC6LxPPhQziQ,
動画,POV,Pacific Crest,Pacific Crest,o1j7qer0,2026-04-05,【POV/2024】Pacific Crest【Tuba】,,https://www.youtube.com/watch?v=6hrGH6dURko,Alexander Moreno Crestejo,https://www.youtube.com/channel/UCAFgUTC4R5ZUBWZD30PD66Q,
動画,POV,Boston Crusaders,Boston Crusaders,o19kp8xp,2024-08-12,【POV/2024】Boston Crusaders【color guard】,,https://www.youtube.com/watch?v=6l8allssEN0,katieroo,https://www.youtube.com/channel/UC2Zb7k1h3ElBoZqL68OMRUw,
動画,POV,The Cavaliers,The Cavaliers,oxp0fql,2021-09-14,【POV/2021】The Cavaliers【Timpani】,,https://www.youtube.com/watch?v=6rHfwedOQRs,Griffin Klapp,https://www.youtube.com/channel/UCzIeamcy5VEIs4J62864QqA,
動画,POV,Music City,Music City,o1x2imfa,2023-08-18,【POV/2022】Music City【Lead】,,https://www.youtube.com/watch?v=71pfBHHE4-s,Frank White (Fiinkk),https://www.youtube.com/channel/UCNEHj6BZ2K5hIA8AhqgriSg,
動画,POV,Gold,Gold,o1nxasum,2021-08-20,【POV/2018】Gold「Hear our Voice」【Trumpet】,,https://www.youtube.com/watch?v=7Ggy1A-ySaY,Ethan Jopling,https://www.youtube.com/channel/UC7OZ1WTKiuaytt1snX_5ATA,
動画,POV,Boston Crusaders,Boston Crusaders,o19kp8xp,2021-08-23,【POV/2021】Boston Crusaders【Bass 3】,,https://www.youtube.com/watch?v=7N3ee9gqJtA,Anne Turner,https://www.youtube.com/channel/UCNZ_Fjxulp_cEnuD_6x1lPg,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2021-09-22,【POV/2021】Phantom Regiment【Mellophone】,,https://www.youtube.com/watch?v=7PuIJzJ11fc,Kaden Orendorff,https://www.youtube.com/channel/UCiwIhltbtizN-Gp1W6bYNrQ,
動画,POV,The Cavaliers,The Cavaliers,oxp0fql,2023-08-22,【POV/2023】The Cavaliers「Where you'll find me」【Lead】,,https://www.youtube.com/watch?v=7jQyIPtWATE,MASA,https://www.youtube.com/channel/UC-wisuW0d658zuOOgpRx48w,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2017-08-29,【POV/2017】Blue Devils【Mellophone】,,https://www.youtube.com/watch?v=8G7nBDHF_nk,StojanoVis Designs,https://www.youtube.com/channel/UCsX7Ou9gc99YhYLe6Swoa-Q,
動画,POV,Cadets,Cadets,o5i3t4q,2021-12-02,【POV/2021】Cadets【Snare】,,https://www.youtube.com/watch?v=8OFjwb9ZX0A,Kelson Lorenz Drums,https://www.youtube.com/channel/UCDvzJN9zFpiKUUyeUYVpjew,
動画,POV,The Academy,The Academy,o52772p,2021-08-17,【POV/2021】The Academy【Drum Set】,,https://www.youtube.com/watch?v=8_hkitrroO0,Artem Bogusevich,https://www.youtube.com/channel/UCORM5-RTH3ERML4OkbkcYGw,
動画,POV,Pacific Crest,Pacific Crest,o1j7qer0,2026-04-06,【POV/2024】Pacific Crest【Tuba】,,https://www.youtube.com/watch?v=8bMtmuXQ1_s,Alexander Moreno Crestejo,https://www.youtube.com/channel/UCAFgUTC4R5ZUBWZD30PD66Q,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2019-08-11,【POV/2019】Blue Knights【Tuba】,,https://www.youtube.com/watch?v=9DDGD-cBWn8,Davey Dodge,https://www.youtube.com/channel/UCQlwDxEXR6F4jYZiahxN_ng,
動画,POV,Boston Crusaders,Boston Crusaders,o19kp8xp,2022-08-15,【POV/2022】Boston Crusaders【Baritone】,,https://www.youtube.com/watch?v=9TYt_OMor7Y,Alex Gonzales,https://www.youtube.com/channel/UCNS-jL5FfHJZNURqRmGRSNQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2019-08-12,【POV/2019】Blue Devils【Tuba】,,https://www.youtube.com/watch?v=9_626m1IxwE,Owen Bjornson,https://www.youtube.com/channel/UCxcQxvtVleZdmCoFRkIjvBA,
動画,POV,Spartans,Spartans,o16fdh44,2023-08-20,【POV/2023】Spartans「Surreal」【Quad】,,https://www.youtube.com/watch?v=9nSr5xGUVw0,James Dunlevy,https://www.youtube.com/channel/UCfURIWMGnNY3L7skZOVoazA,
動画,POV,Cadets,Cadets,o5i3t4q,2016-09-05,【POV/2016】Cadets【Mellophone】,,https://www.youtube.com/watch?v=9wuCFM3vAGM,Ben Sawyer,https://www.youtube.com/channel/UCpgaiMlUnVkP8XKiXs_skgw,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,2023-08-17,【POV/2023】Bluecoats【MARIMBA】,,https://www.youtube.com/watch?v=AO9_FN7FAd4,Nikolai Coletta,https://www.youtube.com/channel/UC-d_ZkzmOi6PVUcobLPmIRQ,
動画,POV,Madison Scouts,Madison Scouts,o1y49u8i,2021-08-15,【POV/2021】Madison Scouts【Xylo】,,https://www.youtube.com/watch?v=BYpdmRAfaUU,Warm Nacho,https://www.youtube.com/channel/UCZpE5CHoqrQxSioeeIUMtOw,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,2019-02-01,【POV/2018】Spirit of Atlanta【Snare】,,https://www.youtube.com/watch?v=CHd7TkWVdmM,Jacob Kitchen,https://www.youtube.com/channel/UCw82QegHW17UXS60Lqm5pRQ,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2017-08-31,【POV/2017】Santa Clara Vanguard【Trumpet】,,https://www.youtube.com/watch?v=CbyJ2yMEkGw,Julia Luke,https://www.youtube.com/channel/UCyr8yrCpGwF7j3heMox9OKA,
動画,POV,Pacific Crest,Pacific Crest,o1j7qer0,2026-04-05,【POV/2023】Pacific Crest【Tuba】,,https://www.youtube.com/watch?v=DIc_WtV-ygQ,Alexander Moreno Crestejo,https://www.youtube.com/channel/UCAFgUTC4R5ZUBWZD30PD66Q,
動画,POV,Boston Crusaders,Boston Crusaders,o19kp8xp,2018-09-02,【POV/2018】Boston Crusaders【Vibe】,,https://www.youtube.com/watch?v=FbIVaDQBRLg,EZ,https://www.youtube.com/channel/UCDCQOsTHeQoFVj_MM6qYMlQ,
動画,POV,Gold,Gold,o1nxasum,2021-09-02,【POV/2021】Gold【Snare】,,https://www.youtube.com/watch?v=G97__QbOcVI,Cameron Rome,https://www.youtube.com/channel/UCY0G9UKjloGPhmmfKQx4yyg,
動画,POV,Boston Crusaders,Boston Crusaders,o19kp8xp,2022-01-17,【POV/2019】Boston Crusaders【Marimba】,,https://www.youtube.com/watch?v=GKTL8A7PB0s,Dominique L,https://www.youtube.com/channel/UCHZoHULKrjnzlUBbB6wah6w,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2021-08-21,【POV/2021】Phantom Regiment【Euphonium】,,https://www.youtube.com/watch?v=GVBd0KthI5U,Ion Cannoon Inc.,https://www.youtube.com/channel/UCAB-YCBPZIrr0l1Ui6ZQEuA,
動画,POV,The Cavaliers,The Cavaliers,oxp0fql,2023-08-17,【POV/2023】The Cavaliers「Where You'll Find Me」【Tuba】,,https://www.youtube.com/watch?v=Gri1PiOlf94,Jack,https://www.youtube.com/channel/UCyLmsPaqeBVehaqoA2ysDSQ,
動画,POV,Genesis,Genesis,oj0k7hi,2016-09-28,【POV/2016】Genesis【Trumpet】,,https://www.youtube.com/watch?v=HEg5z6Ihm6U,zachdelbello,https://www.youtube.com/channel/UCQN5B0YNtNKVuVDW4Tm1ofA,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2018-09-08,【POV/2018】Phantom Regiment【Drum Major】,,https://www.youtube.com/watch?v=HMcn8aCp6OU,Silent Command,https://www.youtube.com/channel/UCD-sh-EGJMkP1NiXRN67Sqg,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,2017-08-18,【POV/2017】Bluecoats【Lead】,,https://www.youtube.com/watch?v=JMK55PCe4pU,Ben Pierce,https://www.youtube.com/channel/UCqnlx7PWl4pqTdyZTs-LJpw,
動画,POV,Genesis,Genesis,oj0k7hi,2017-08-13,【POV/2017】Genesis【POV】,,https://www.youtube.com/watch?v=JPLRaOdVG6c,Ya Boi Will,https://www.youtube.com/channel/UC88jM-OCUMCJupfHrPOkYbA,
動画,POV,Carolina Crown,Carolina Crown,o46167m,2022-11-20,【POV/2022】Carolina Crown【Euphonium】,,https://www.youtube.com/watch?v=Ja1QadDxTIw,Luke Nuzzo,https://www.youtube.com/channel/UC2mnafnukCDWz0a3fXeJIyQ,
動画,POV,Blue Stars,Blue Stars,oer86qt,2023-08-04,【POV/2023】Blue Stars【Trumpet】,,https://www.youtube.com/watch?v=JzPEamVNM4U,Mあたしンちグラグラゲーム,https://www.youtube.com/channel/UCey8keCqR3HSWr7Rzv1uBlQ,
動画,POV,Gold,Gold,o1nxasum,2019-10-24,【POV/2019】Gold【Lead】,,https://www.youtube.com/watch?v=KJkHfG97vjM,Jared Manuel,https://www.youtube.com/channel/UC1eixFvblwZ5FYJh-1D6kUQ,
動画,POV,Troopers,Troopers,of59uo4,2022-08-21,【POV/2022】Troopers「VorAcious」【Euphonium】,,https://www.youtube.com/watch?v=Kvtxz-Jzxeo,NewWorldOrpheus,https://www.youtube.com/channel/UCwTgne9yoRn_2yK2Vtlb1wQ,
