種別,分類,動画での表示名,団体/チーム名,団体ID,配信日,大会名,URL,動画配信元,動画配信元URL,動画配信元ロゴURL
ライブ（チャプター）,マーチング団体等,スコア発表,,,2024-12-27,【DAY1予選】YOKOHAMA FINAL 2024,https://www.youtube.com/watch?v=a5ANITkEgvA&t=8732s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,Via Colorguard Jr.,Via Colorguard Jr.,o99e70i,2024-12-27,【DAY1予選】YOKOHAMA FINAL 2024,https://www.youtube.com/watch?v=a5ANITkEgvA&t=7003s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,湘南台高校吹奏楽部 White Shooting Stars,神奈川県立湘南台高等学校吹奏楽部 White Shooting Stars,o1k1vb1f,2024-12-27,【DAY1予選】YOKOHAMA FINAL 2024,https://www.youtube.com/watch?v=a5ANITkEgvA&t=6214s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,千葉敬愛高校マーチングバンド Graceful Spirit,千葉敬愛高等学校マーチングバンドGraceful Spirit,okwuub3,2024-12-27,【DAY1予選】YOKOHAMA FINAL 2024,https://www.youtube.com/watch?v=a5ANITkEgvA&t=5434s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,東京実業高等学校Phoenix Regiment Drum & Bugle Corps,東京実業高等学校Phoenix Regiment Drum&Bugle Corps,o1nlulwf,2024-12-27,【DAY1予選】YOKOHAMA FINAL 2024,https://www.youtube.com/watch?v=a5ANITkEgvA&t=4764s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,鵠沼高校マーチングバンド部 AlbireoNova,鵠沼高等学校マーチングバンド部 AlbireoNova,o16mgkws,2024-12-27,【DAY1予選】YOKOHAMA FINAL 2024,https://www.youtube.com/watch?v=a5ANITkEgvA&t=3927s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,"綾北""Mercury winds""","綾北""Mercury winds""",ocfxnxr,2024-12-27,【DAY1予選】YOKOHAMA FINAL 2024,https://www.youtube.com/watch?v=a5ANITkEgvA&t=3191s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,The Infinity,The Infinity,o178oclp,2024-12-27,【DAY1予選】YOKOHAMA FINAL 2024,https://www.youtube.com/watch?v=a5ANITkEgvA&t=2609s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,opening,,,2024-12-27,【DAY1予選】YOKOHAMA FINAL 2024,https://www.youtube.com/watch?v=a5ANITkEgvA&t=1878s,マーチング祭,https://www.youtube.com/@marching-matsuri,
動画,マーチング団体等,2024 横浜 ｜出場チーム紹介 Yokohama INSPIRES Alumni Drum&Bugle Corps,,,2024-12-26,2024 横浜 ｜出場チーム紹介 Yokohama INSPIRES Alumni Drum&Bugle Corps,https://www.youtube.com/watch?v=v9qSklhxG4o,マーチング祭,https://www.youtube.com/@marching-matsuri,
動画,マーチング団体等,2024 横浜 ｜出場チーム紹介　DER GLANZ / 岩槻マーチング集団 雛～ひなた～,,,2024-12-26,2024 横浜 ｜出場チーム紹介　DER GLANZ / 岩槻マーチング集団 雛～ひなた～,https://www.youtube.com/watch?v=LAB-_W6vhfY,マーチング祭,https://www.youtube.com/@marching-matsuri,
動画,マーチング団体等,2024 横浜 ｜出場チーム紹介 YOKOHAMA ROBINS /創価ルネサンスバンガード,,,2024-12-25,2024 横浜 ｜出場チーム紹介 YOKOHAMA ROBINS /創価ルネサンスバンガード,https://www.youtube.com/watch?v=w3i82eGQ_5U,マーチング祭,https://www.youtube.com/@marching-matsuri,
動画,マーチング団体等,2024 横浜 ｜出場チーム紹介 BAYWIND/太尾小,,,2024-12-25,2024 横浜 ｜出場チーム紹介 BAYWIND/太尾小,https://www.youtube.com/watch?v=blvNeCqDIaQ,マーチング祭,https://www.youtube.com/@marching-matsuri,
動画,マーチング団体等,2024 横浜 ｜出場チーム紹介 allure / MARCHING BAND COURAGE,,,2024-12-21,2024 横浜 ｜出場チーム紹介 allure / MARCHING BAND COURAGE,https://www.youtube.com/watch?v=5XZDYoutoH0,マーチング祭,https://www.youtube.com/@marching-matsuri,
動画,マーチング団体等,2024 横浜 ｜出場チーム紹介 GENESIS / THE FOCUS,,,2024-12-20,2024 横浜 ｜出場チーム紹介 GENESIS / THE FOCUS,https://www.youtube.com/watch?v=mYN4CYstEmA,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,THE FOCUS,THE FOCUS,o1iahfpj,2024-11-23,【東海】2024 MARCHING祭  東海オープン｜2024/11/23(sat),https://www.youtube.com/watch?v=P64jmhGPllU&t=9080s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,吉祥院ザウルス,吉祥院ザウルス,obs26x0,2024-11-23,【東海】2024 MARCHING祭  東海オープン｜2024/11/23(sat),https://www.youtube.com/watch?v=P64jmhGPllU&t=8505s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,allure,allure,o12tkphz,2024-11-23,【東海】2024 MARCHING祭  東海オープン｜2024/11/23(sat),https://www.youtube.com/watch?v=P64jmhGPllU&t=7798s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,Tokyo Phoenix Drum&Bugle Corps,Tokyo Phoenix Drum&Bugle Corps,ofza5wl,2024-11-23,【東海】2024 MARCHING祭  東海オープン｜2024/11/23(sat),https://www.youtube.com/watch?v=P64jmhGPllU&t=7190s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,Imperial Sound Drum&Bugle Corps,Imperial Sound Drum&Bugle Corps,o1o6zc1c,2024-11-23,【東海】2024 MARCHING祭  東海オープン｜2024/11/23(sat),https://www.youtube.com/watch?v=P64jmhGPllU&t=6525s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,白水保育園マーチングバンドブルーエンゼルス,白水保育園マーチングバンドブルーエンゼルス,o5pz8qa,2024-11-23,【東海】2024 MARCHING祭  東海オープン｜2024/11/23(sat),https://www.youtube.com/watch?v=P64jmhGPllU&t=5915s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,つつじが丘 Jr.MB,つつじが丘ジュニアマーチングバンド,o2jxvpo,2024-11-23,【東海】2024 MARCHING祭  東海オープン｜2024/11/23(sat),https://www.youtube.com/watch?v=P64jmhGPllU&t=3830s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,Legend of ANGELS,Legend of ANGELS Drum&Bugle Corps,o1slw9jm,2024-11-23,【東海】2024 MARCHING祭  東海オープン｜2024/11/23(sat),https://www.youtube.com/watch?v=P64jmhGPllU&t=3190s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,Finder,Finder,o79lm8,2024-11-23,【東海】2024 MARCHING祭  東海オープン｜2024/11/23(sat),https://www.youtube.com/watch?v=P64jmhGPllU&t=2790s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,ひまわり幼稚園サンフラワードラムコー,ひまわり幼稚園サンフラワードラムコー,omcirgn,2024-11-23,【東海】2024 MARCHING祭  東海オープン｜2024/11/23(sat),https://www.youtube.com/watch?v=P64jmhGPllU&t=2185s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,THE FOCUS,THE FOCUS,o1iahfpj,2024-11-23,【東海】2024 MARCHING祭  東海オープン｜2024/11/23(sat),https://www.youtube.com/watch?v=P64jmhGPllU&t=16221s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,Tokyo Phoenix Drum&Bugle Corps,Tokyo Phoenix Drum&Bugle Corps,ofza5wl,2024-11-23,【東海】2024 MARCHING祭  東海オープン｜2024/11/23(sat),https://www.youtube.com/watch?v=P64jmhGPllU&t=15290s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,つつじが丘 Jr.MB,つつじが丘ジュニアマーチングバンド,o2jxvpo,2024-11-23,【東海】2024 MARCHING祭  東海オープン｜2024/11/23(sat),https://www.youtube.com/watch?v=P64jmhGPllU&t=14440s,マーチング祭,https://www.youtube.com/@marching-matsuri,
動画,マーチング団体等,横浜市立太尾小学校マーチングバンド,横浜市立太尾小学校マーチングバンド,o43ypd5,2024-10-21,【横浜市立太尾小学校マーチングバンド】2024湘南藤沢OPEN｜Jr.MB / Fans Favorite,https://www.youtube.com/watch?v=xsA3hCYVTRU,マーチング祭,https://www.youtube.com/@marching-matsuri,
動画,マーチング団体等,Yokohama INSPIRES Alumni Drum&Bugle Corps,Yokohama INSPIRES Alumni Drum&Bugle Corps,o1hw02ly,2024-10-21,【Yokohama INSPIRES Alumni Drum&Bugle Corps】2024湘南藤沢OPEN｜Guest Drum Corps,https://www.youtube.com/watch?v=cElI9W89sDE,マーチング祭,https://www.youtube.com/@marching-matsuri,
動画,マーチング団体等,湘南台高校吹奏楽部 White Shooting Stars,神奈川県立湘南台高等学校吹奏楽部 White Shooting Stars,o1k1vb1f,2024-09-28,【湘南台高校吹奏楽部 White Shooting Stars】2024 湘南藤沢OPEN｜Winners Show,https://www.youtube.com/watch?v=l54RlXKi5gQ,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,"横浜市立三保小学校""ハミングバード""",横浜市立三保小学校ハミングバード,o1nbghs7,2024-09-27,【湘南藤沢】2024 MARCHING祭 ALL JAPAN CHAMPIONSHIPS湘南藤沢オープン,https://www.youtube.com/watch?v=uz1vEM19ov8&t=977s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,マーチング団体等,神奈川県立湘南台高等学校吹奏楽部WhiteShootingStars,神奈川県立湘南台高等学校吹奏楽部 White Shooting Stars,o1k1vb1f,2024-09-27,【湘南藤沢】2024 MARCHING祭 ALL JAPAN CHAMPIONSHIPS湘南藤沢オープン,https://www.youtube.com/watch?v=uz1vEM19ov8&t=9351s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,マーチング団体等,千葉敬愛高等学校マーチングバンドGraceful Spirit,千葉敬愛高等学校マーチングバンドGraceful Spirit,okwuub3,2024-09-27,【湘南藤沢】2024 MARCHING祭 ALL JAPAN CHAMPIONSHIPS湘南藤沢オープン,https://www.youtube.com/watch?v=uz1vEM19ov8&t=8664s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,マーチング団体等,鵠沼高等学校マーチングバンド部 AlbireoNova,鵠沼高等学校マーチングバンド部 AlbireoNova,o16mgkws,2024-09-27,【湘南藤沢】2024 MARCHING祭 ALL JAPAN CHAMPIONSHIPS湘南藤沢オープン,https://www.youtube.com/watch?v=uz1vEM19ov8&t=8154s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,マーチング団体等,allure,allure,o12tkphz,2024-09-27,【湘南藤沢】2024 MARCHING祭 ALL JAPAN CHAMPIONSHIPS湘南藤沢オープン,https://www.youtube.com/watch?v=uz1vEM19ov8&t=7499s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,マーチング団体等,MARCHINGBAND COURAGE,MARCHINGBAND COURAGE,olv3ivu,2024-09-27,【湘南藤沢】2024 MARCHING祭 ALL JAPAN CHAMPIONSHIPS湘南藤沢オープン,https://www.youtube.com/watch?v=uz1vEM19ov8&t=6875s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,マーチング団体等,座間Marching Band to INFINITY,座間Marching Band to INFINITY,o17tqgyh,2024-09-27,【湘南藤沢】2024 MARCHING祭 ALL JAPAN CHAMPIONSHIPS湘南藤沢オープン,https://www.youtube.com/watch?v=uz1vEM19ov8&t=6342s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,マーチング団体等,Revolt colorguard,Revolt colorguard,o17p2726,2024-09-27,【湘南藤沢】2024 MARCHING祭 ALL JAPAN CHAMPIONSHIPS湘南藤沢オープン,https://www.youtube.com/watch?v=uz1vEM19ov8&t=5947s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,マーチング団体等,横浜市立潮田中学校YOKOHAMAPacificWinds,横浜市立潮田中学校 YOKOHAMA Pacific Winds,ouczeoq,2024-09-27,【湘南藤沢】2024 MARCHING祭 ALL JAPAN CHAMPIONSHIPS湘南藤沢オープン,https://www.youtube.com/watch?v=uz1vEM19ov8&t=5535s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,マーチング団体等,横浜市立西谷中学校マーチングバンド部 Splash Hearts,横浜市立西谷中学校マーチングバンド部 Splash Hearts,o132xu6b,2024-09-27,【湘南藤沢】2024 MARCHING祭 ALL JAPAN CHAMPIONSHIPS湘南藤沢オープン,https://www.youtube.com/watch?v=uz1vEM19ov8&t=4959s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,マーチング団体等,横浜市ジュニアマーチングバンドBayWind,横浜市ジュニアマーチングバンドBayWind,o1d3q5pq,2024-09-27,【湘南藤沢】2024 MARCHING祭 ALL JAPAN CHAMPIONSHIPS湘南藤沢オープン,https://www.youtube.com/watch?v=uz1vEM19ov8&t=4510s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,マーチング団体等,湘南ドルフィンズ・マーチングバンド,湘南ドルフィンズ・マーチングバンド,o1nov4hn,2024-09-27,【湘南藤沢】2024 MARCHING祭 ALL JAPAN CHAMPIONSHIPS湘南藤沢オープン,https://www.youtube.com/watch?v=uz1vEM19ov8&t=3992s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,マーチング団体等,横浜市立太尾小学校マーチングバンド,横浜市立太尾小学校マーチングバンド,o43ypd5,2024-09-27,【湘南藤沢】2024 MARCHING祭 ALL JAPAN CHAMPIONSHIPS湘南藤沢オープン,https://www.youtube.com/watch?v=uz1vEM19ov8&t=3471s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,マーチング団体等,横浜市立下野庭小学校マーチングバンド,横浜市立下野庭小学校マーチングバンド,o1645od7,2024-09-27,【湘南藤沢】2024 MARCHING祭 ALL JAPAN CHAMPIONSHIPS湘南藤沢オープン,https://www.youtube.com/watch?v=uz1vEM19ov8&t=2900s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,マーチング団体等,横浜市立平安小学校マーチングバンド,横浜市立平安小学校マーチングバンド,o1j4wmu9,2024-09-27,【湘南藤沢】2024 MARCHING祭 ALL JAPAN CHAMPIONSHIPS湘南藤沢オープン,https://www.youtube.com/watch?v=uz1vEM19ov8&t=2430s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,マーチング団体等,横浜中田ジュニアマーチングバンド,横浜中田ジュニアマーチングバンド,ossiiwr,2024-09-27,【湘南藤沢】2024 MARCHING祭 ALL JAPAN CHAMPIONSHIPS湘南藤沢オープン,https://www.youtube.com/watch?v=uz1vEM19ov8&t=1965s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,マーチング団体等,横浜市立本郷小学校マーチングバンド,横浜市立本郷小学校マーチングバンド,ow3khum,2024-09-27,【湘南藤沢】2024 MARCHING祭 ALL JAPAN CHAMPIONSHIPS湘南藤沢オープン,https://www.youtube.com/watch?v=uz1vEM19ov8&t=1465s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,マーチング団体等,Yokohama INSPIRES Alumni Drum & Bugle Corps,Yokohama INSPIRES Alumni Drum&Bugle Corps,o1hw02ly,2024-09-27,【湘南藤沢】2024 MARCHING祭 ALL JAPAN CHAMPIONSHIPS湘南藤沢オープン,https://www.youtube.com/watch?v=uz1vEM19ov8&t=10206s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,スリークロスチーム,横浜隼人中学・高等学校チアダンス部 Falcons☆,横浜隼人中学・高等学校チアダンス部 Falcons☆,om9u9k3,2024-05-03,【FINALS】2024 MIX3™️ / スリークロス  S｜2024/5/3,https://www.youtube.com/watch?v=e3Z7Xd8zkA4&t=8660s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,allure(アリュー),allure,o12tkphz,2024-05-03,【FINALS】2024 MIX3™️ / スリークロス  S｜2024/5/4,https://www.youtube.com/watch?v=e3Z7Xd8zkA4&t=7535s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,Keys,"""Keys""",o1stc8b4,2024-05-03,【FINALS】2024 MIX3™️ / スリークロス  S｜2024/5/5,https://www.youtube.com/watch?v=e3Z7Xd8zkA4&t=7135s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,High☆Star,High☆Star,o15n5lie,2024-05-03,【FINALS】2024 MIX3™️ / スリークロス  S｜2024/5/6,https://www.youtube.com/watch?v=e3Z7Xd8zkA4&t=6767s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,Volare mini,Volare mini,o3s8nhg,2024-05-03,【FINALS】2024 MIX3™️ / スリークロス  S｜2024/5/7,https://www.youtube.com/watch?v=e3Z7Xd8zkA4&t=6425s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,REUNION,REUNION,o3qvoe0,2024-05-03,【FINALS】2024 MIX3™️ / スリークロス  S｜2024/5/8,https://www.youtube.com/watch?v=e3Z7Xd8zkA4&t=6098s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,久住 俊介 (音源再生不具合による再演),久住 俊介,o1moxpav,2024-05-03,【FINALS】2024 MIX3™️ / スリークロス  S｜2024/5/9,https://www.youtube.com/watch?v=e3Z7Xd8zkA4&t=5345s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,小林 瑞季 (音源再生不具合による再演),小林 瑞季,oc01bet,2024-05-03,【FINALS】2024 MIX3™️ / スリークロス  S｜2024/5/10,https://www.youtube.com/watch?v=e3Z7Xd8zkA4&t=5139s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,Splendore,Splendore,odxbtsu,2024-05-03,【FINALS】2024 MIX3™️ / スリークロス  S｜2024/5/11,https://www.youtube.com/watch?v=e3Z7Xd8zkA4&t=3222s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,井伊田3,井伊田3,o1tugt5e,2024-05-03,【FINALS】2024 MIX3™️ / スリークロス  S｜2024/5/12,https://www.youtube.com/watch?v=e3Z7Xd8zkA4&t=2888s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,ゆかとしぃ,ゆかとしぃ,o1en7uhv,2024-05-03,【FINALS】2024 MIX3™️ / スリークロス  S｜2024/5/13,https://www.youtube.com/watch?v=e3Z7Xd8zkA4&t=2528s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,SVCG チームわだ,SVCG チームわだ,o1u51bpb,2024-05-03,【FINALS】2024 MIX3™️ / スリークロス  S｜2024/5/14,https://www.youtube.com/watch?v=e3Z7Xd8zkA4&t=2215s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,小林 瑞季,小林 瑞季,oc01bet,2024-05-03,【FINALS】2024 MIX3™️ / スリークロス  S｜2024/5/15,https://www.youtube.com/watch?v=e3Z7Xd8zkA4&t=1916s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,井上 こすず,井上 こすず,o1nnz60x,2024-05-03,【FINALS】2024 MIX3™️ / スリークロス  S｜2024/5/16,https://www.youtube.com/watch?v=e3Z7Xd8zkA4&t=1600s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,allure(アリュー),allure,o12tkphz,2024-05-03,【FINALS】2024 MIX3™️ / スリークロス  S｜2024/5/17,https://www.youtube.com/watch?v=e3Z7Xd8zkA4&t=13155s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,久住 俊介,久住 俊介,o1moxpav,2024-05-03,【FINALS】2024 MIX3™️ / スリークロス  S｜2024/5/18,https://www.youtube.com/watch?v=e3Z7Xd8zkA4&t=1295s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,Volare mini,Volare mini,o3s8nhg,2024-05-03,【FINALS】2024 MIX3™️ / スリークロス  S｜2024/5/19,https://www.youtube.com/watch?v=e3Z7Xd8zkA4&t=12868s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,Keys,"""Keys""",o1stc8b4,2024-05-03,【FINALS】2024 MIX3™️ / スリークロス  S｜2024/5/20,https://www.youtube.com/watch?v=e3Z7Xd8zkA4&t=12385s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,井上 こすず,井上 こすず,o1nnz60x,2024-05-03,【FINALS】2024 MIX3™️ / スリークロス  S｜2024/5/21,https://www.youtube.com/watch?v=e3Z7Xd8zkA4&t=11960s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,SENDAI Verdures,SENDAI Verdures,o126whaw,2024-04-21,2024 MIX3™️ / スリークロス 東北CS｜2024/4/21,https://www.youtube.com/watch?v=MOULqZtViHQ&t=7760s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,スリークロスチーム,allure(アリュー),allure,o12tkphz,2024-04-21,2024 MIX3™️ / スリークロス 東北CS｜2024/4/21,https://www.youtube.com/watch?v=MOULqZtViHQ&t=6757s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,スリークロスチーム,NGS48,NGS48,oh2yj5k,2024-04-21,2024 MIX3™️ / スリークロス 東北CS｜2024/4/21,https://www.youtube.com/watch?v=MOULqZtViHQ&t=6475s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,スリークロスチーム,THE NOOOO FACE,THE NOOOO FACE,osleldm,2024-04-21,2024 MIX3™️ / スリークロス 東北CS｜2024/4/21,https://www.youtube.com/watch?v=MOULqZtViHQ&t=6080s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,スリークロスチーム,SVCG thirty,SVCG thirty,oul0ijh,2024-04-21,2024 MIX3™️ / スリークロス 東北CS｜2024/4/21,https://www.youtube.com/watch?v=MOULqZtViHQ&t=5747s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,スリークロスチーム,Guard Team Unity,Guard Team Unity,oxevvw7,2024-04-21,2024 MIX3™️ / スリークロス 東北CS｜2024/4/21,https://www.youtube.com/watch?v=MOULqZtViHQ&t=5428s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,スリークロスチーム,iris,iris,o1ntqqhj,2024-04-21,2024 MIX3™️ / スリークロス 東北CS｜2024/4/21,https://www.youtube.com/watch?v=MOULqZtViHQ&t=510s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,スリークロスチーム,DG 仲仔,DG 仲仔,o1nkg5jx,2024-04-21,2024 MIX3™️ / スリークロス 東北CS｜2024/4/21,https://www.youtube.com/watch?v=MOULqZtViHQ&t=5107s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,スリークロスチーム,SVCG ピュリティ,SVCG ピュリティ,owyzilf,2024-04-21,2024 MIX3™️ / スリークロス 東北CS｜2024/4/21,https://www.youtube.com/watch?v=MOULqZtViHQ&t=4796s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,スリークロスチーム,全日本打楽器同好会,全日本打楽器同好会,o1idykby,2024-04-21,2024 MIX3™️ / スリークロス 東北CS｜2024/4/21,https://www.youtube.com/watch?v=MOULqZtViHQ&t=4310s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,スリークロスチーム,ふっきーず,ふっきーず,o1yvdpn9,2024-04-21,2024 MIX3™️ / スリークロス 東北CS｜2024/4/21,https://www.youtube.com/watch?v=MOULqZtViHQ&t=2868s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,スリークロスチーム,Mii,Mii,o1g1glwh,2024-04-21,2024 MIX3™️ / スリークロス 東北CS｜2024/4/21,https://www.youtube.com/watch?v=MOULqZtViHQ&t=2472s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,スリークロスチーム,ゆかとしぃ,ゆかとしぃ,o1en7uhv,2024-04-21,2024 MIX3™️ / スリークロス 東北CS｜2024/4/21,https://www.youtube.com/watch?v=MOULqZtViHQ&t=1988s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,スリークロスチーム,笹原名津美,笹原名津美,o1283efg,2024-04-21,2024 MIX3™️ / スリークロス 東北CS｜2024/4/21,https://www.youtube.com/watch?v=MOULqZtViHQ&t=1605s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,スリークロスチーム,チームわだ,チームわだ,offgjg0,2024-04-21,2024 MIX3™️ / スリークロス 東北CS｜2024/4/21,https://www.youtube.com/watch?v=MOULqZtViHQ&t=1280s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,スリークロスチーム,allure(アリュー),allure,o12tkphz,2024-04-21,2024 MIX3™️ / スリークロス 東北CS｜2024/4/21,https://www.youtube.com/watch?v=MOULqZtViHQ&t=11481s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,スリークロスチーム,THE NOOOO FACE,THE NOOOO FACE,osleldm,2024-04-21,2024 MIX3™️ / スリークロス 東北CS｜2024/4/21,https://www.youtube.com/watch?v=MOULqZtViHQ&t=11150s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
