種別,分類,動画での表示名,団体/チーム名,団体ID,配信日,大会名,URL,動画配信元,動画配信元URL,動画配信元ロゴURL
ライブ（チャプター）,マーチング団体等,保育園マーチングバンドブルーエンゼルス,保育園マーチングバンドブルーエンゼルス,oar5965,2025-11-24,【東海】2025 MARCHING祭  東海オープン｜2025/11/24(mon),https://www.youtube.com/watch?v=2BHNN10ipZs&t=5460s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,袋井市⽴袋井南中学校吹奏楽部 South Dream,袋井市⽴袋井南中学校吹奏楽部 South Dream,o8jby2c,2025-11-24,【東海】2025 MARCHING祭  東海オープン｜2025/11/24(mon),https://www.youtube.com/watch?v=2BHNN10ipZs&t=3519s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,岐⾩ジュニアマーチングバンド The Diamind,岐⾩ジュニアマーチングバンド The Diamind,o1m2wx52,2025-11-24,【東海】2025 MARCHING祭  東海オープン｜2025/11/24(mon),https://www.youtube.com/watch?v=2BHNN10ipZs&t=2974s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,袋井南マーチングバンド South Winds,袋井南マーチングバンド South Winds,oyvus1x,2025-11-24,【東海】2025 MARCHING祭  東海オープン｜2025/11/24(mon),https://www.youtube.com/watch?v=2BHNN10ipZs&t=2390s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,磐田Jr.マーチングバンド Blue Fairies,磐田Jr.マーチングバンド Blue Fairies,ok5oxjd,2025-11-24,【東海】2025 MARCHING祭  東海オープン｜2025/11/24(mon),https://www.youtube.com/watch?v=2BHNN10ipZs&t=1774s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,【Winner's Show】THE FOCUS,THE FOCUS,o1iahfpj,2025-11-24,【東海】2025 MARCHING祭  東海オープン｜2025/11/24(mon),https://www.youtube.com/watch?v=2BHNN10ipZs&t=17425s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,【Winner's Show】Tokyo Phoenix Drum&Bugle Corps,Tokyo Phoenix Drum&Bugle Corps,ofza5wl,2025-11-24,【東海】2025 MARCHING祭  東海オープン｜2025/11/24(mon),https://www.youtube.com/watch?v=2BHNN10ipZs&t=16396s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,東海オープン開幕！,,,2025-11-24,【東海】2025 MARCHING祭  東海オープン｜2025/11/24(mon),https://www.youtube.com/watch?v=2BHNN10ipZs&t=1582s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,フロア交流タイム,,,2025-11-24,【東海】2025 MARCHING祭  東海オープン｜2025/11/24(mon),https://www.youtube.com/watch?v=2BHNN10ipZs&t=15011s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,プレイヤー入場,,,2025-11-24,【東海】2025 MARCHING祭  東海オープン｜2025/11/24(mon),https://www.youtube.com/watch?v=2BHNN10ipZs&t=13560s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,THE FOCUS,THE FOCUS,o1iahfpj,2025-11-24,【東海】2025 MARCHING祭  東海オープン｜2025/11/24(mon),https://www.youtube.com/watch?v=2BHNN10ipZs&t=10897s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,Tokyo Phoenix Drum&Bugle Corps,Tokyo Phoenix Drum&Bugle Corps,ofza5wl,2025-11-24,【東海】2025 MARCHING祭  東海オープン｜2025/11/24(mon),https://www.youtube.com/watch?v=2BHNN10ipZs&t=10257s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,NARAGAKU Marching Band,NARAGAKU Marching Band,os4jm34,2025-11-16,【奈良】2025 MARCHING祭 ALL JAPAN CHAMPIONSHIPS奈良ショーケース,https://www.youtube.com/watch?v=dIvVZPY2y2E&t=4185s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,マーチング団体等,The Radical Mercury Marching Band,The Radical Mercury Marching Band,o1xkvmcs,2025-11-16,【奈良】2025 MARCHING祭 ALL JAPAN CHAMPIONSHIPS奈良ショーケース,https://www.youtube.com/watch?v=dIvVZPY2y2E&t=380s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,マーチング団体等,THE FOCUS,THE FOCUS,o1iahfpj,2025-11-16,【奈良】2025 MARCHING祭 ALL JAPAN CHAMPIONSHIPS奈良ショーケース,https://www.youtube.com/watch?v=dIvVZPY2y2E&t=3274s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,マーチング団体等,NARAGAKU Marching Band,NARAGAKU Marching Band,os4jm34,2025-11-16,【奈良】2025 MARCHING祭 ALL JAPAN CHAMPIONSHIPS奈良ショーケース,https://www.youtube.com/watch?v=dIvVZPY2y2E&t=1830s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,マーチング団体等,THE FOCUS,THE FOCUS,o1iahfpj,2025-11-16,【奈良】2025 MARCHING祭 ALL JAPAN CHAMPIONSHIPS奈良ショーケース,https://www.youtube.com/watch?v=dIvVZPY2y2E&t=1086s,マーチング祭,https://www.youtube.com/channel/UC4k9RWxkryjqTtQwkEo07Bg,
ライブ（チャプター）,マーチング団体等,横浜市立西谷中学校マーチングバンド部 Splash Hearts,横浜市立西谷中学校マーチングバンド部 Splash Hearts,o132xu6b,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=9939s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,座間Marching Band to INFINITY,座間Marching Band to INFINITY,o17tqgyh,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=9412s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,湘南ドルフィンズ・マーチングバンド,湘南ドルフィンズ・マーチングバンド,o1nov4hn,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=8929s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,横浜市立太尾小学校マーチングバンド,横浜市立太尾小学校マーチングバンド,o43ypd5,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=8405s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,横浜市⽴菊名⼩学校マーチングバンド,横浜市⽴菊名⼩学校マーチングバンド,o9ik4dj,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=7831s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,Via Colorguard Jr.,Via Colorguard Jr.,o99e70i,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=7320s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,横浜市立平安小学校マーチングバンド,横浜市立平安小学校マーチングバンド,o1j4wmu9,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=6602s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,横浜中田ジュニアマーチングバンド,横浜中田ジュニアマーチングバンド,ossiiwr,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=6124s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,横浜市⽴下野庭⼩学校マーチングバンド,横浜市立下野庭小学校マーチングバンド,o1645od7,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=5624s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,横浜市ジュニアマーチングバンドBayWind,横浜市ジュニアマーチングバンドBayWind,o1d3q5pq,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=5122s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,横浜市立三保小学校ハミングバード,横浜市立三保小学校ハミングバード,o1nbghs7,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=4592s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,ELF Education The Arts,ELF Education The Arts,o1anp8ta,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=3885s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,THE 永野 STARS,THE 永野 STARS,o1o6klx2,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=3558s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,【Winners's Show】湘南台高校吹奏楽部 White Shooting Stars,神奈川県立湘南台高等学校吹奏楽部 White Shooting Stars,o1k1vb1f,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=23762s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,【Winners's Show】Yokohama INSPIRES Drum&Bugle Corps,Yokohama INSPIRES Drum&Bugle Corps,o1a32hho,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=22757s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,フロア交流会,,,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=21489s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,入場,,,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=19678s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,allure × instant corps,allure × instant corps,o102ikty,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=18371s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,Yokohama INSPIRES Alumni Drum&Bugle Corps,Yokohama INSPIRES Alumni Drum&Bugle Corps,o1hw02ly,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=17428s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,Yokohama INSPIRES Drum&Bugle Corps,Yokohama INSPIRES Drum&Bugle Corps,o1a32hho,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=16603s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,湘南台高校吹奏楽部 White Shooting Stars,神奈川県立湘南台高等学校吹奏楽部 White Shooting Stars,o1k1vb1f,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=15817s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,MARCHING BAND COURAGE,MARCHINGBAND COURAGE,olv3ivu,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=15088s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,千葉敬愛高校マーチングバンド Graceful Spirit,千葉敬愛高等学校マーチングバンドGraceful Spirit,okwuub3,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=14495s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,鵠沼高校マーチングバンド部 AlbireoNova,鵠沼高等学校マーチングバンド部 AlbireoNova,o16mgkws,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=13875s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,THE FOCUS,THE FOCUS,o1iahfpj,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=13262s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,Spirit of Stars,Spirit of Stars,o1lw0ekj,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=12723s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,Revolt colorguard,Revolt colorguard,o17p2726,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=11051s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,マーチング団体等,"綾北""Mercury winds""","綾北""Mercury winds""",ocfxnxr,2025-09-27,【湘南藤沢】2025 MARCHING祭  湘南藤沢オープン｜2025/9/27(sat),https://www.youtube.com/watch?v=_uvfuu6QnzY&t=10449s,マーチング祭,https://www.youtube.com/@marching-matsuri,
動画,マーチング団体等,allure,allure,o12tkphz,2025-06-09,"【allure】""Я I И N Ǝ"" ~ 巡る輪廻と運命の導き~【Remastered Edition 】",https://www.youtube.com/watch?v=KjaBhKjVAZI,マーチング祭,https://www.youtube.com/@marching-matsuri,
動画,マーチング団体等,Keys,"""Keys""",o1stc8b4,2025-06-08,【Keys】まざる【Remastered Edition 】,https://www.youtube.com/watch?v=8UWwILUn3OU,マーチング祭,https://www.youtube.com/@marching-matsuri,
動画,マーチング団体等,インスタントコー,インスタントコー,o1yudlqd,2025-06-02,【インスタントコー】Blooming Girl【Remastered Edition 】,https://www.youtube.com/watch?v=yWmy5tmG6no,マーチング祭,https://www.youtube.com/@marching-matsuri,
動画,スリークロスチーム,IK ALUMNI CGT,IK ALUMNI CGT,o109egaw,2025-05-06,【IK ALUMNI CGT】daring〜愛しい自分へ〜🏆スリークロス2025 【Div.3 Winners' Show】,https://www.youtube.com/watch?v=ygSrJCwF3rk,マーチング祭,https://www.youtube.com/@marching-matsuri,
動画,マーチング団体等,after movie,,,2025-05-06,【after movie】2024 マーチング祭 YOKOHAMA FINAL ｜after movie 1,https://www.youtube.com/watch?v=kjNNpysWdYk,マーチング祭,https://www.youtube.com/@marching-matsuri,
動画,スリークロスチーム,Keys,"""Keys""",o1stc8b4,2025-05-06,【Keys】まざる🏆スリークロス2025 【Div.2 Winners' Show】,https://www.youtube.com/watch?v=hAHb8a_Pej0,マーチング祭,https://www.youtube.com/@marching-matsuri,
動画,スリークロスチーム,miyumo,miyumo,osqgkhg,2025-05-05,【miyumo】妖狐物語🏆スリークロス2025 【審査員特別賞受賞】,https://www.youtube.com/watch?v=xaRSNkLADIU,マーチング祭,https://www.youtube.com/@marching-matsuri,
動画,スリークロスチーム,インスタントコー,インスタントコー,o1yudlqd,2025-05-05,【インスタントコー】Blooming Girl🏆スリークロス2025 【Most Attractive賞受賞】,https://www.youtube.com/watch?v=QNcOjFIHrZk,マーチング祭,https://www.youtube.com/@marching-matsuri,
動画,スリークロスチーム,,,,2025-05-05,高画質版【FINAL】2025 MIX3™️ / スリークロス,https://www.youtube.com/watch?v=NgWdMbV6l7o,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,横浜隼人中学・高等学校チアダンス部 Falcons☆,横浜隼人中学・高等学校チアダンス部 Falcons☆,om9u9k3,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=9704s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,Special Performanceについて,,,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=9676s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,allure,allure,o12tkphz,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=8584s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,Keys,"""Keys""",o1stc8b4,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=8129s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,インスタントコー,インスタントコー,o1yudlqd,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=7684s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,Guard Team Unity,Guard Team Unity,oxevvw7,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=7188s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,Familia,Familia,oczlozf,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=6843s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,全⽇本打楽器同好会,全日本打楽器同好会,o1klfddk,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=6352s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,DIV.2開始,,,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=6215s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,Luminas,Luminas,ojb0qcl,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=5037s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,colors,colors,o1ezsv2s,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=4691s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,miyumo,miyumo,osqgkhg,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=4366s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,Splendore,Splendore,odxbtsu,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=4039s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,IK ALUMNI CGT,IK ALUMNI CGT,o109egaw,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=3646s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,KaeNana,KaeNana,obhqitf,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=3341s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,ゆかとしー,ゆかとしぃ,o5f2u16,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=2981s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,TunaRyu,TunaRyu,o1xehgoq,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=2662s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,パルプ・フィクション from Unity,パルプ・フィクション from Unity,o1iaowdf,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=2325s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,ゆうやん,ゆうやん,opy30e1,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=2051s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,Saya from Unity,Saya from Unity,ocp4pz3,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=1649s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,【Winners' Show】Keys,"""Keys""",o1stc8b4,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=13672s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,【Most Attractive賞】インスタントコー,インスタントコー,o1yudlqd,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=13138s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,【審査委員特別賞】 miyumo,miyumo,osqgkhg,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=12721s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,【Winners' Show】IK ALUMNI CGT,IK ALUMNI CGT,o109egaw,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=12234s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,開幕・ジャッジ紹介・DIV.3開始,,,2025-05-04,【FINAL】2025 MIX3™️ / スリークロス FINAL【👉高画質版は概要欄から】,https://www.youtube.com/watch?v=S-fuV_oN1EQ&t=1159s,マーチング祭,https://www.youtube.com/@marching-matsuri,
動画,マーチング団体等,15gals,15gals,o1eca2ff,2025-04-29,【15gals】Winners' Show「満ちてゆく」,https://www.youtube.com/watch?v=Iwb1k-HuMRY,マーチング祭,https://www.youtube.com/@marching-matsuri,
動画,マーチング団体等,allure,allure,o12tkphz,2025-04-27,"【allure】Winners' Show「""Я I И N Ǝ"" ~ 巡る輪廻と運命の導き~ 」",https://www.youtube.com/watch?v=HRXlqPOgDlw,マーチング祭,https://www.youtube.com/@marching-matsuri,
動画,マーチング団体等,創価ルネサンスバンガード,創価ルネサンスバンガード,opatv37,2025-04-23,【創価ルネサンスバンガード】ほぼフルver.！Desert Horizon～希望への旅路～ #マーチング祭 #マーチング#marching #ルネバン #創価ルネサンスバンガード,https://www.youtube.com/watch?v=WN34zfJnlLo,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,【Special Performance】横浜中田ジュニアマーチングバンド,横浜中田ジュニアマーチングバンド,ossiiwr,2025-04-20,【関東】2025 MIX3™️ / スリークロス 関東CS｜2025/4/20,https://www.youtube.com/watch?v=_c3u6UvRXCg&t=9143s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,allure,allure,o12tkphz,2025-04-20,【関東】2025 MIX3™️ / スリークロス 関東CS｜2025/4/20,https://www.youtube.com/watch?v=_c3u6UvRXCg&t=7516s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,葛飾吹奏楽団マーチングバンド,葛飾吹奏楽団マーチングバンド,ooga083,2025-04-20,【関東】2025 MIX3™️ / スリークロス 関東CS｜2025/4/20,https://www.youtube.com/watch?v=_c3u6UvRXCg&t=7070s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,strelitzia,strelitzia,opomgtx,2025-04-20,【関東】2025 MIX3™️ / スリークロス 関東CS｜2025/4/20,https://www.youtube.com/watch?v=_c3u6UvRXCg&t=6765s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,浅草橋blue sky,浅草橋blue sky,o1xmjgra,2025-04-20,【関東】2025 MIX3™️ / スリークロス 関東CS｜2025/4/20,https://www.youtube.com/watch?v=_c3u6UvRXCg&t=6481s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,Tokyo Phoenix Color Guard,Tokyo Phoenix D&B Color Guard,o3b54rj,2025-04-20,【関東】2025 MIX3™️ / スリークロス 関東CS｜2025/4/20,https://www.youtube.com/watch?v=_c3u6UvRXCg&t=6117s,マーチング祭,https://www.youtube.com/@marching-matsuri,
ライブ（チャプター）,スリークロスチーム,【Div.2】開幕,,,2025-04-20,【関東】2025 MIX3™️ / スリークロス 関東CS｜2025/4/20,https://www.youtube.com/watch?v=_c3u6UvRXCg&t=6024s,マーチング祭,https://www.youtube.com/@marching-matsuri,
