種別,分類,動画での表示名,団体/チーム名,団体ID,配信日,大会名,元動画タイトル,URL,動画配信元,動画配信元URL,動画配信元ロゴURL
動画,マーチング団体等,Yokohama INSPIRES ALMUNI,Yokohama INSPIRES Alumni Drum&Bugle Corps,o1hw02ly,2019-01-21,2018 DCJ the26th ALL JAPAN CHAMPIONSHIPS  Yokohama INSPIRES ALMUNI,,https://www.youtube.com/watch?v=EiY1Mp_BKVk,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,FUKUOKA DreamScouts performance corps,FUKUOKA Dream Scouts performance corps,oom6uzj,2019-01-21,2018 DCJ the26th ALL JAPAN CHAMPIONSHIPS  FUKUOKA DreamScouts performance corps,,https://www.youtube.com/watch?v=f8G88z0tTH4,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,LifeguardⅡ,LifeguardⅡ,o10jlr3a,2019-01-10,2018 DCJ the26th ALL JAPAN CHAMPIONSHIPS  LifeguardⅡ,,https://www.youtube.com/watch?v=6R4gjzHxLSo,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,神奈川県立湘南台高等学校吹奏楽部 White Shooting Stars,神奈川県立湘南台高等学校吹奏楽部 White Shooting Stars,o1k1vb1f,2018-12-27,2018 DCJ the26th ALL JAPAN CHAMPIONSHIPS 神奈川県立湘南台高等学校吹奏楽部 White Shooting Stars,,https://www.youtube.com/watch?v=s1slPhJyUs8,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,White Galaxy,White Galaxy,o1be1njj,2018-12-13,2018 DCJ the26th ALL JAPAN CHAMPIONSHIPS  White Galaxy,,https://www.youtube.com/watch?v=yYufM-YR0w4,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,GENESIS,GENESIS,ooulsx2,2018-12-11,2018 DCJ the26th ALL JAPAN CHAMPIONSHIPS   GENESIS,,https://www.youtube.com/watch?v=3n0kSyCg19E,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,Yokohama INSPIRES,Yokohama INSPIRES Drum&Bugle Corps,o1a32hho,2018-12-06,2018 DCJ the26th ALL JAPAN CHAMPIONSHIPS Yokohama INSPIRES,,https://www.youtube.com/watch?v=offjRFKMMsk,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,鎌倉女子大学中等部・高等部マーチングバンド,鎌倉女子大学中等部・高等部マーチングバンド,o1fgqocl,2018-12-04,2018 DCJ the26th ALL JAPAN CHAMPIONSHIPS 鎌倉女子大学中等部・高等部マーチングバンド,,https://www.youtube.com/watch?v=V7Xib79C7kQ,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,創価大学 Pride of SOKA,創価大学 Pride of SOKA,o1tgnnc4,2018-11-30,2018 DCJ the26th ALL JAPAN CHAMPIONSHIPS 創価大学 Pride of SOKA,,https://www.youtube.com/watch?v=yoSt3p6Fc_E,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,THE YOKOHAMA SCOUTS,THE YOKOHAMA SCOUTS,oephwul,2018-11-29,2018 DCJ the26th ALL JAPAN CHAMPIONSHIPS  THE YOKOHAMA SCOUTS,,https://www.youtube.com/watch?v=XB0wjaeIOaI,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,エニーキー 9位 つつじが丘ジュニアマーチングバンド,つつじが丘ジュニアマーチングバンド,o2jxvpo,2017-01-27,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS エニーキー 9位 つつじが丘ジュニアマーチングバンド,,https://www.youtube.com/watch?v=FFs2CxdYs7U,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,エニーキー 8位 GENESIS,GENESIS,ooulsx2,2017-01-27,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS エニーキー 8位 GENESIS,,https://www.youtube.com/watch?v=kWxAaLvfVeY,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,エニーキー 7位 SATSUKI DREAMERS Marchingband,SATSUKI DREAMERS Marchingband,o62ysud,2017-01-27,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS エニーキー 7位 SATSUKI DREAMERS Marchingband,,https://www.youtube.com/watch?v=kdnWClKa7e8,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,エニーキー 6位 SENDAI Verdures,SENDAI Verdures,o126whaw,2017-01-27,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS エニーキー 6位 SENDAI Verdures,,https://www.youtube.com/watch?v=hMsxQbypluQ,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,エニーキー 5位 LifeguardⅡ,LifeguardⅡ,o10jlr3a,2017-01-27,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS エニーキー 5位 LifeguardⅡ,,https://www.youtube.com/watch?v=CKYu_v7XArw,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,エニーキー 10位 湘南ドルフィンズ・マーチングバンド,湘南ドルフィンズ・マーチングバンド,o1nov4hn,2017-01-27,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS エニーキー 10位 湘南ドルフィンズ・マーチングバンド,,https://www.youtube.com/watch?v=lNzAUK0-1go,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,ドラムコー Div.Ⅱ 4位 Imperial Sound,Imperial Sound Drum&Bugle Corps,o1o6zc1c,2017-01-25,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS ドラムコー Div.Ⅱ 4位 Imperial Sound,,https://www.youtube.com/watch?v=F1h2OGU7IHE,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,ドラムコー Div.Ⅱ 3位 PHOENIX REGIMENT,東京実業高等学校Phoenix Regiment Drum&Bugle Corps,o1nlulwf,2017-01-25,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS ドラムコー Div.Ⅱ 3位 PHOENIX REGIMENT,,https://www.youtube.com/watch?v=dE1gA9MQGUo,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,ドラムコー Div.Ⅱ 2位 Legend of ANGELS,Legend of ANGELS Drum&Bugle Corps,o1slw9jm,2017-01-25,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS ドラムコー Div.Ⅱ 2位 Legend of ANGELS,,https://www.youtube.com/watch?v=f8TikBNRqM0,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,ドラムコー Div.Ⅰ 4位 Yokohama Inspires Alumni,Yokohama INSPIRES Alumni Drum&Bugle Corps,o1hw02ly,2017-01-25,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS ドラムコー Div.Ⅰ 4位 Yokohama Inspires Alumni,,https://www.youtube.com/watch?v=XC3LpS95DUw,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,ドラムコー Div.Ⅰ 3位 JOKERS,JOKERS,ojz17lo,2017-01-25,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS ドラムコー Div.Ⅰ 3位 JOKERS,,https://www.youtube.com/watch?v=TaCLZO_4yYk,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,ドラムコー Div.Ⅰ 2位 Yokohama Inspires,Yokohama INSPIRES Drum&Bugle Corps,o1a32hho,2017-01-25,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS ドラムコー Div.Ⅰ 2位 Yokohama Inspires,,https://www.youtube.com/watch?v=hK0MrXsAww8,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,エニーキー 4位 White Galaxy,White Galaxy,o1be1njj,2017-01-25,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS エニーキー 4位 White Galaxy,,https://www.youtube.com/watch?v=kjv-mVhsAiU,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,エニーキー 3位 鎌倉女子大学中等部・高等部マーチングバンド,鎌倉女子大学中等部・高等部マーチングバンド,o1fgqocl,2017-01-25,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS エニーキー 3位 鎌倉女子大学中等部・高等部マーチングバンド,,https://www.youtube.com/watch?v=_I6M4GNp4bc,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,エニーキー 2位 創価大学 Pride Of SOKA,創価大学 Pride of SOKA,o1tgnnc4,2017-01-25,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS エニーキー 2位 創価大学 Pride Of SOKA,,https://www.youtube.com/watch?v=qNDo4ewjs10,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,エニーキー 1位 神奈川県立湘南台高校吹奏楽部 White Shooting Stars,神奈川県立湘南台高等学校吹奏楽部 White Shooting Stars,o1k1vb1f,2017-01-25,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS エニーキー 1位 神奈川県立湘南台高校吹奏楽部 White Shooting Stars,,https://www.youtube.com/watch?v=BGO8p2PAArs,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,(ゲスト団体)関東学院マーチングバンド,関東学院マーチングバンド,o1u9zfon,2017-01-25,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS (ゲスト団体)関東学院マーチングバンド,,https://www.youtube.com/watch?v=VIMHDKo30qE,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,(ゲスト団体)横浜市立潮田中学校 YOKOHAMA Pacific Winds,横浜市立潮田中学校 YOKOHAMA Pacific Winds,ouczeoq,2017-01-25,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS (ゲスト団体)横浜市立潮田中学校 YOKOHAMA Pacific Winds,,https://www.youtube.com/watch?v=5MkIbfFRo54,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,ドラムコー Div. ダイジェスト （出演順）,,,2016-12-07,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS ドラムコー Div. ダイジェスト （出演順）,,https://www.youtube.com/watch?v=ajQys2NWhQE,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,エニーキー ダイジェスト（出場順後半）,,,2016-12-05,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS エニーキー ダイジェスト（出場順後半）,,https://www.youtube.com/watch?v=tf7orQZUcfU,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,エニーキー ダイジェスト（出場順前半）,,,2016-12-05,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS エニーキー ダイジェスト（出場順前半）,,https://www.youtube.com/watch?v=Rw7dqJ3ete8,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,Tokyo Phoenix,Tokyo Phoenix Drum&Bugle Corps,ofza5wl,2016-11-28,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS ドラムコー Div.Ⅱ 1位 Tokyo Phoenix,,https://www.youtube.com/watch?v=U2cJGeB5QWM,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,ドラムコー Div.Ⅰ 1位 THE YOKOHAMA SCOUTS,,,2016-11-28,2016 DCJ the24th ALL JAPAN CHAMPIONSHIPS ドラムコー Div.Ⅰ 1位  THE YOKOHAMA SCOUTS,,https://www.youtube.com/watch?v=mtFwVHpLWyU,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,ドラムコー部門 Div.Ⅰ 2位,,,2015-12-07,2015 DCJ the23rd ALL JAPAN CHAMPIONSHIPS ドラムコー部門 Div.Ⅰ 2位,,https://www.youtube.com/watch?v=3PgGR8c-UGA,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,エニーキー部門 1位,,,2015-12-04,2015 DCJ the23rd ALL JAPAN CHAMPIONSHIPS エニーキー部門 1位,,https://www.youtube.com/watch?v=7RDDMRZBYik,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,ドラムコー部門 Div.Ⅱ 1位,,,2015-11-30,2015 DCJ the23rd ALL JAPAN CHAMPIONSHIPS ドラムコー部門 Div.Ⅱ 1位,,https://www.youtube.com/watch?v=3-rHZqjjAWA,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,ドラムコー部門 Div.Ⅰ 1位,,,2015-11-30,2015 DCJ the23rd ALL JAPAN CHAMPIONSHIPS ドラムコー部門 Div.Ⅰ 1位,,https://www.youtube.com/watch?v=iK9QdBa6niQ,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,ダイジェスト ドラムコー部門,,,2014-11-28,2014 DCJ the22nd ALL JAPAN CHAMPIONSHIPS ダイジェスト ドラムコー部門,,https://www.youtube.com/watch?v=0Yo-pn8oGuo,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,ドラムコー部門 DIVISION Ⅱ,,,2014-11-26,2014 DCJ the22nd ALL JAPAN CHAMPIONSHIPS ドラムコー部門 DIVISION Ⅱ,,https://www.youtube.com/watch?v=W5ZeZmXgIL4,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,ドラムコー部門 DIVISION Ⅰ,,,2014-11-26,2014 DCJ the22nd ALL JAPAN CHAMPIONSHIPS ドラムコー部門 DIVISION Ⅰ,,https://www.youtube.com/watch?v=buEu2VZC2UE,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,ダイジェスト エニーキー部門,,,2014-11-26,2014 DCJ the22nd ALL JAPAN CHAMPIONSHIPS ダイジェスト エニーキー部門,,https://www.youtube.com/watch?v=xHpvdI4DV1A,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,21st CHAMPIONSHIP ダイジェスト ドラムコー部門,,,2013-12-04,2013 DCJ ALL JAPAN 21st CHAMPIONSHIP ダイジェスト　ドラムコー部門,,https://www.youtube.com/watch?v=2N2ia7oc008,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,21st CHAMPIONSHIP ダイジェスト エニーキー部門,,,2013-12-02,2013 DCJ ALL JAPAN 21st CHAMPIONSHIP ダイジェスト　エニーキー部門,,https://www.youtube.com/watch?v=i3IIyRXoUzk,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,21st CHAMPIONSHIP ドラムコー部門 DIVISION Ⅱ,,,2013-11-27,2013 DCJ ALL JAPAN 21st CHAMPIONSHIP ドラムコー部門 DIVISION Ⅱ,,https://www.youtube.com/watch?v=CRbfN-o2Rms,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,21st CHAMPIONSHIP ドラムコー部門 DIVISION Ⅰ,,,2013-11-25,2013 DCJ ALL JAPAN 21st CHAMPIONSHIP ドラムコー部門 DIVISION Ⅰ,,https://www.youtube.com/watch?v=zIhEQukRO3Y,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,エニーキー部門,,,2012-12-10,DCJ The 20th All Japan Championships エニーキー部門,,https://www.youtube.com/watch?v=2FqRdVhdY8E,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,ドラムコー部門,,,2012-12-07,DCJ The 20th All Japan Championships ドラムコー部門,,https://www.youtube.com/watch?v=1izvOU8-Gns,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
動画,マーチング団体等,お会いしました,,,2012-11-26,20th DCJ All Japan Championships　お会いしました,,https://www.youtube.com/watch?v=YUt25VDYpfo,DrumcorpsfunTV,https://www.youtube.com/@DrumcorpsfunTV,
