種別,分類,動画での表示名,団体/チーム名,配信日,大会名,URL,動画配信元,動画配信元URL
ライブ（チャプター）,スリークロスチーム,オープニング演奏【横浜中田ジュニアマーチングバンド】,横浜中田ジュニアマーチングバンド,2026-04-18,【関東CS】2026 MIX3™️ / スリークロス 関東CS｜2026/4/18【泉区制40周年関連事業】,https://www.youtube.com/watch?v=QgSAK5THZjg&t=1725s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,井上 こすず,井上 こすず,2026-04-18,【関東CS】2026 MIX3™️ / スリークロス 関東CS｜2026/4/18【泉区制40周年関連事業】,https://www.youtube.com/watch?v=QgSAK5THZjg&t=2253s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,橋本 希愛,橋本 希愛,2026-04-18,【関東CS】2026 MIX3™️ / スリークロス 関東CS｜2026/4/18【泉区制40周年関連事業】,https://www.youtube.com/watch?v=QgSAK5THZjg&t=2543s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,Uneven,Uneven,2026-04-18,【関東CS】2026 MIX3™️ / スリークロス 関東CS｜2026/4/18【泉区制40周年関連事業】,https://www.youtube.com/watch?v=QgSAK5THZjg&t=2760s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,TP Virus,TP Virus,2026-04-18,【関東CS】2026 MIX3™️ / スリークロス 関東CS｜2026/4/18【泉区制40周年関連事業】,https://www.youtube.com/watch?v=QgSAK5THZjg&t=3058s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,Splendore,Splendore,2026-04-18,【関東CS】2026 MIX3™️ / スリークロス 関東CS｜2026/4/18【泉区制40周年関連事業】,https://www.youtube.com/watch?v=QgSAK5THZjg&t=3408s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,15gals,15gals,2026-04-18,【関東CS】2026 MIX3™️ / スリークロス 関東CS｜2026/4/18【泉区制40周年関連事業】,https://www.youtube.com/watch?v=QgSAK5THZjg&t=3736s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,Emotion Doll,Emotion Doll,2026-04-18,【関東CS】2026 MIX3™️ / スリークロス 関東CS｜2026/4/18【泉区制40周年関連事業】,https://www.youtube.com/watch?v=QgSAK5THZjg&t=4056s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,Dreamers,Dreamers,2026-04-18,【関東CS】2026 MIX3™️ / スリークロス 関東CS｜2026/4/18【泉区制40周年関連事業】,https://www.youtube.com/watch?v=QgSAK5THZjg&t=5548s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,THE 永野 STARS,THE 永野 STARS,2026-04-18,【関東CS】2026 MIX3™️ / スリークロス 関東CS｜2026/4/18【泉区制40周年関連事業】,https://www.youtube.com/watch?v=QgSAK5THZjg&t=5913s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,Angelus,Angelus,2026-04-18,【関東CS】2026 MIX3™️ / スリークロス 関東CS｜2026/4/18【泉区制40周年関連事業】,https://www.youtube.com/watch?v=QgSAK5THZjg&t=6170s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,Lynoir,Lynoir,2026-04-18,【関東CS】2026 MIX3™️ / スリークロス 関東CS｜2026/4/18【泉区制40周年関連事業】,https://www.youtube.com/watch?v=QgSAK5THZjg&t=6554s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,葛飾吹奏楽団マーチングバンド,葛飾吹奏楽団マーチングバンド,2026-04-18,【関東CS】2026 MIX3™️ / スリークロス 関東CS｜2026/4/18【泉区制40周年関連事業】,https://www.youtube.com/watch?v=QgSAK5THZjg&t=6975s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,[泉区制40周年Performance] 横浜中田ジュニアマーチングバンド,横浜中田ジュニアマーチングバンド,2026-04-18,【関東CS】2026 MIX3™️ / スリークロス 関東CS｜2026/4/18【泉区制40周年関連事業】,https://www.youtube.com/watch?v=QgSAK5THZjg&t=8552s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,[泉区制40周年Performance] 創価ルネサンスバンガード・ジュニア,創価ルネサンスバンガード・ジュニア,2026-04-18,【関東CS】2026 MIX3™️ / スリークロス 関東CS｜2026/4/18【泉区制40周年関連事業】,https://www.youtube.com/watch?v=QgSAK5THZjg&t=9487s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,【Winners' Show】Uneven,Uneven,2026-04-18,【関東CS】2026 MIX3™️ / スリークロス 関東CS｜2026/4/18【泉区制40周年関連事業】,https://www.youtube.com/watch?v=QgSAK5THZjg&t=11597s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,【Winners' Show】Splendore,Splendore,2026-04-18,【関東CS】2026 MIX3™️ / スリークロス 関東CS｜2026/4/18【泉区制40周年関連事業】,https://www.youtube.com/watch?v=QgSAK5THZjg&t=11918s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,【Winners' Show】Dreamers,Dreamers,2026-04-18,【関東CS】2026 MIX3™️ / スリークロス 関東CS｜2026/4/18【泉区制40周年関連事業】,https://www.youtube.com/watch?v=QgSAK5THZjg&t=12625s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,岐⾩ジュニアマーチングバンド The Diamind,岐⾩ジュニアマーチングバンド The Diamind,2026-03-22,【滋賀オープン】2026 MIX3™️ / スリークロス 滋賀オープン｜2026/3/22,https://www.youtube.com/watch?v=DhTjBRsjxwk&t=3566s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,かかみの音楽フォレストさくらマーチングバンド,かかみの音楽フォレストさくらマーチングバンド,2026-03-22,【滋賀オープン】2026 MIX3™️ / スリークロス 滋賀オープン｜2026/3/22,https://www.youtube.com/watch?v=DhTjBRsjxwk&t=3899s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,岐⾩県⽴岐⾩商業⾼校カラーガード,岐⾩県⽴岐⾩商業⾼校カラーガード,2026-03-22,【滋賀オープン】2026 MIX3™️ / スリークロス 滋賀オープン｜2026/3/22,https://www.youtube.com/watch?v=DhTjBRsjxwk&t=4348s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,岐⾩ジュニアマーチングバンド The Diamind,岐⾩ジュニアマーチングバンド The Diamind,2026-03-22,【滋賀オープン】2026 MIX3™️ / スリークロス 滋賀オープン｜2026/3/22,https://www.youtube.com/watch?v=DhTjBRsjxwk&t=6842s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,岐⾩県⽴岐⾩商業⾼校カラーガード,岐⾩県⽴岐⾩商業⾼校カラーガード,2026-03-22,【滋賀オープン】2026 MIX3™️ / スリークロス 滋賀オープン｜2026/3/22,https://www.youtube.com/watch?v=DhTjBRsjxwk&t=7289s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,かかみの音楽フォレストさくらマーチングバンド,かかみの音楽フォレストさくらマーチングバンド,2026-03-22,【滋賀オープン】2026 MIX3™️ / スリークロス 滋賀オープン｜2026/3/22,https://www.youtube.com/watch?v=DhTjBRsjxwk&t=7993s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,橋本 希愛,橋本 希愛,2026-03-20,【Div.1 FINAL】2026 MIX3™️ / スリークロス Div.1 FINAL｜2026/3/20,https://www.youtube.com/watch?v=KHFhHrZL0Fs&t=1720s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,Via Jr. 〜チーム⾰命,Via Jr. 〜チーム⾰命,2026-03-20,【Div.1 FINAL】2026 MIX3™️ / スリークロス Div.1 FINAL｜2026/3/20,https://www.youtube.com/watch?v=KHFhHrZL0Fs&t=1963s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,Via Jr. 〜チームZoo,Via Jr. 〜チームZoo,2026-03-20,【Div.1 FINAL】2026 MIX3™️ / スリークロス Div.1 FINAL｜2026/3/20,https://www.youtube.com/watch?v=KHFhHrZL0Fs&t=2263s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,関東学院マーチングバンド Winds,関東学院マーチングバンド Winds,2026-03-20,【Div.1 FINAL】2026 MIX3™️ / スリークロス Div.1 FINAL｜2026/3/20,https://www.youtube.com/watch?v=KHFhHrZL0Fs&t=2609s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,星野学園中学・星野高校吹奏楽部マーチングバンド,星野学園中学・星野高校吹奏楽部マーチングバンド,2026-03-20,【Div.1 FINAL】2026 MIX3™️ / スリークロス Div.1 FINAL｜2026/3/20,https://www.youtube.com/watch?v=KHFhHrZL0Fs&t=3026s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,Via Colorguard Jr.,Via Colorguard Jr.,2026-03-20,【Div.1 FINAL】2026 MIX3™️ / スリークロス Div.1 FINAL｜2026/3/20,https://www.youtube.com/watch?v=KHFhHrZL0Fs&t=4858s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,Color guard team GROWTH,Color guard team GROWTH,2026-03-20,【Div.1 FINAL】2026 MIX3™️ / スリークロス Div.1 FINAL｜2026/3/20,https://www.youtube.com/watch?v=KHFhHrZL0Fs&t=5271s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,Revolt colorguard,Revolt colorguard,2026-03-20,【Div.1 FINAL】2026 MIX3™️ / スリークロス Div.1 FINAL｜2026/3/20,https://www.youtube.com/watch?v=KHFhHrZL0Fs&t=5780s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,15ichie (一期一会),15ichie (一期一会),2026-03-20,【Div.1 FINAL】2026 MIX3™️ / スリークロス Div.1 FINAL｜2026/3/20,https://www.youtube.com/watch?v=KHFhHrZL0Fs&t=6320s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,"綾北""Mercury winds""","綾北""Mercury winds""",2026-03-20,【Div.1 FINAL】2026 MIX3™️ / スリークロス Div.1 FINAL｜2026/3/20,https://www.youtube.com/watch?v=KHFhHrZL0Fs&t=6763s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,Via Colorguard Jr.【Winners' Show】,Via Colorguard Jr.,2026-03-20,【Div.1 FINAL】2026 MIX3™️ / スリークロス Div.1 FINAL｜2026/3/20,https://www.youtube.com/watch?v=KHFhHrZL0Fs&t=10684s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,Revolt colorguard 【Winners' Show】,Revolt colorguard,2026-03-20,【Div.1 FINAL】2026 MIX3™️ / スリークロス Div.1 FINAL｜2026/3/20,https://www.youtube.com/watch?v=KHFhHrZL0Fs&t=11096s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,関東学院マーチングバンド Winds 【Winners' Show】,関東学院マーチングバンド Winds,2026-03-20,【Div.1 FINAL】2026 MIX3™️ / スリークロス Div.1 FINAL｜2026/3/20,https://www.youtube.com/watch?v=KHFhHrZL0Fs&t=11624s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,15ichie (一期一会) 【Winners' Show】,15ichie (一期一会),2026-03-20,【Div.1 FINAL】2026 MIX3™️ / スリークロス Div.1 FINAL｜2026/3/20,https://www.youtube.com/watch?v=KHFhHrZL0Fs&t=12150s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,マーチング祭より,,2026-03-20,【Div.1 FINAL】2026 MIX3™️ / スリークロス Div.1 FINAL｜2026/3/20,https://www.youtube.com/watch?v=KHFhHrZL0Fs&t=12490s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,開始&Div.3開幕,,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=1711s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,和歌山南陵高校 西 香名子,和歌山南陵高校 西 香名子,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=2450s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,T&T,T&T,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=2742s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,白浜中学校 木管三重奏 A,白浜中学校 木管三重奏 A,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=3070s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,白浜中学校 木管三重奏 B,白浜中学校 木管三重奏 B,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=3443s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,Div.2開始,,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=3759s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,白浜中学校 金管打楽器8重奏,白浜中学校 金管打楽器8重奏,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=3937s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,Poco a poco,Poco a poco,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=4377s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,和歌山南陵高校吹奏楽部・南陵学園吹奏楽団,和歌山南陵高校吹奏楽部・南陵学園吹奏楽団,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=4662s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,宇治市立槇島小学校マーチングバンド,宇治市立槇島小学校マーチングバンド,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=6016s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,V,V,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=6301s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,やまびこ探検隊,やまびこ探検隊,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=6617s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,Blue Pillars,Blue Pillars,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=6887s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,ぎゃんやるばい's,ぎゃんやるばい's,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=7152s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,名探偵ヒトデ,名探偵ヒトデ,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=7444s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,ひとでくらぶ,ひとでくらぶ,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=7854s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,SWBE カラーガードパート,SWBE カラーガードパート,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=8145s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,Stellamaris Color Guards,Stellamaris Color Guards,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=8442s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,Starfish Band Activities,Starfish Band Activities,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=10926s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,【お知らせ】南紀オレンジサンライズFC,,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=11582s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,【お知らせ】奈良学園大学マーチングバンド部,,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=11941s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,現地プレゼント抽選会,,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=12291s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,フロア交流会,,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=13909s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,【株式会社カナセ賞】ぎゃんやるばい's,ぎゃんやるばい's,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=14708s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,【審査員特別賞】V,V,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=15112s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,スリークロスチーム,【テタウ事業協同組合賞】Stellamaris Color Guards,Stellamaris Color Guards,2026-02-23,【和歌山】2026 MIX3™️ / スリークロス 和歌山オープン｜2026/2/23,https://www.youtube.com/watch?v=gtmKQ1CxIwk&t=15415s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,SHOW TIME,,2026-01-04,【決勝/Final】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=cclWYT6-4-8&t=887s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,横浜市消防音楽隊,横浜市消防音楽隊,2026-01-04,【決勝/Final】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=cclWYT6-4-8&t=1579s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,横浜市立三保小学校ハミングバード,横浜市立三保小学校ハミングバード,2026-01-04,【決勝/Final】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=cclWYT6-4-8&t=2577s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,崎市⽴東部⼩学校 ⾦管バンド,崎市⽴東部⼩学校 ⾦管バンド,2026-01-04,【決勝/Final】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=cclWYT6-4-8&t=3215s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,湘南ドルフィンズ・マーチングバンド,湘南ドルフィンズ・マーチングバンド,2026-01-04,【決勝/Final】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=cclWYT6-4-8&t=3905s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,横浜市立平安小学校マーチングバンド,横浜市立平安小学校マーチングバンド,2026-01-04,【決勝/Final】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=cclWYT6-4-8&t=4583s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,横浜市立太尾小学校マーチングバンド,横浜市立太尾小学校マーチングバンド,2026-01-04,【決勝/Final】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=cclWYT6-4-8&t=5217s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,Spirit of Stars,Spirit of Stars,2026-01-04,【決勝/Final】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=cclWYT6-4-8&t=6552s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,DER GLANZ,DER GLANZ,2026-01-04,【決勝/Final】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=cclWYT6-4-8&t=7250s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,MARCHING BAND COURAGE,MARCHING BAND COURAGE,2026-01-04,【決勝/Final】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=cclWYT6-4-8&t=7992s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,THE FOCUS,THE FOCUS,2026-01-04,【決勝/Final】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=cclWYT6-4-8&t=8684s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,GENESIS,GENESIS,2026-01-04,【決勝/Final】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=cclWYT6-4-8&t=9414s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,Yokohama INSPIRES Drum&Bugle Corps,Yokohama INSPIRES Drum&Bugle Corps,2026-01-04,【決勝/Final】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=cclWYT6-4-8&t=10270s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,Yokohama INSPIRES Alumni Drum&Bugle Corps,Yokohama INSPIRES Alumni Drum&Bugle Corps,2026-01-04,【決勝/Final】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=cclWYT6-4-8&t=12276s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,順位発表,,2026-01-04,【決勝/Final】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=cclWYT6-4-8&t=13330s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,A Tribute to Spirit of Stars,,2026-01-04,【決勝/Final】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=cclWYT6-4-8&t=14556s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,フロア交流会,,2026-01-04,【決勝/Final】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=cclWYT6-4-8&t=14685s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,【Winners' Show】YOKOHAMA ROBINS,YOKOHAMA ROBINS,2026-01-04,【決勝/Final】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=cclWYT6-4-8&t=15711s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,Winners' Show】YOKOHAMA ROBINS【show start,YOKOHAMA ROBINS,2026-01-04,【決勝/Final】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=cclWYT6-4-8&t=15959s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,show time!,,2026-01-04,【予選/Prelim】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=whXhfibAGd0&t=390s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,横浜市立三保小学校ハミングバード,横浜市立三保小学校ハミングバード,2026-01-04,【予選/Prelim】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=whXhfibAGd0&t=1028s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,横浜市立平安小学校マーチングバンド,横浜市立平安小学校マーチングバンド,2026-01-04,【予選/Prelim】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=whXhfibAGd0&t=1683s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,湘南ドルフィンズ・マーチングバンド,湘南ドルフィンズ・マーチングバンド,2026-01-04,【予選/Prelim】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=whXhfibAGd0&t=2348s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,横浜市立太尾小学校マーチングバンド,横浜市立太尾小学校マーチングバンド,2026-01-04,【予選/Prelim】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=whXhfibAGd0&t=3011s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,崎市⽴東部⼩学校 ⾦管バンド,崎市⽴東部⼩学校 ⾦管バンド,2026-01-04,【予選/Prelim】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=whXhfibAGd0&t=3607s,マーチング祭,https://www.youtube.com/@marching-matsuri
ライブ（チャプター）,マーチング団体等,マーチングバンド部門開始,,2026-01-04,【予選/Prelim】YOKOHAMA FINAL 2025｜2026/1/4(sun),https://www.youtube.com/watch?v=whXhfibAGd0&t=7368s,マーチング祭,https://www.youtube.com/@marching-matsuri
